,id,age,gender,education,freq,variable,value,drug_type
5865,1191,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.01,cannabis
5866,1192,18-24,M,Masters degree,Used in Last Week,cscore,0.94,cannabis
5867,1194,18-24,M,Left school at 18 years,Used in Last Day,cscore,-1.14,cannabis
5868,1195,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.53,cannabis
5869,1197,18-24,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-1.64,cannabis
5870,1198,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
5871,1200,25-34,M,Left school at 16 years,Used in Last Day,cscore,0.26,cannabis
5872,1201,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.92,cannabis
5873,1203,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.65,cannabis
5874,1204,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,cannabis
5875,1205,18-24,M,Left school at 18 years,Used in Last Day,cscore,-0.28,cannabis
5876,1206,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.14,cannabis
5877,1207,18-24,F,Left school at 18 years,Used in Last Month,cscore,-1.39,cannabis
5878,1209,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,1.46,cannabis
5879,1210,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.41,cannabis
5880,1211,45-54,M,University degree,Used in Last Year,cscore,0.76,cannabis
5881,1212,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,cannabis
5882,1213,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.01,cannabis
5883,1214,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-2.05,cannabis
5884,1215,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.01,cannabis
5885,1217,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,-0.9,cannabis
5886,1218,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,-1.39,cannabis
5887,1219,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,cannabis
5888,1220,25-34,F,Masters degree,Used in Last Week,cscore,-1.01,cannabis
5889,1221,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.52,cannabis
5890,1222,18-24,F,Professional certificate/ diploma,Used in Last Week,cscore,-0.9,cannabis
5891,1223,18-24,F,Left school at 18 years,Used in Last Day,cscore,-0.65,cannabis
5892,1224,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.01,cannabis
5893,1226,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.41,cannabis
5894,1227,18-24,M,University degree,Used in Last Week,cscore,0.94,cannabis
5895,1228,25-34,F,University degree,Used in Last Day,cscore,-1.39,cannabis
5896,1229,35-44,M,Left school at 16 years,Used in Last Year,cscore,-1.52,cannabis
5897,1230,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.58,cannabis
5898,1231,18-24,F,Left school at 18 years,Used in Last Day,cscore,-0.14,cannabis
5899,1232,18-24,F,University degree,Used in Last Day,cscore,-0.53,cannabis
5900,1234,18-24,M,University degree,Used in Last Month,cscore,-0.14,cannabis
5901,1235,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.58,cannabis
5902,1238,18-24,M,University degree,Used in Last Day,cscore,1.31,cannabis
5903,1239,25-34,M,Left school at 18 years,Used in Last Day,cscore,-0.78,cannabis
5904,1245,25-34,F,University degree,Used in Last Decade,cscore,-1.39,cannabis
5905,1252,45-54,F,Doctorate degree,Used in Last Decade,cscore,0.76,cannabis
5906,1261,45-54,F,University degree,Used in Last Day,cscore,-0.78,cannabis
5907,1263,25-34,F,Professional certificate/ diploma,Used in Last Year,cscore,0.58,cannabis
5908,1267,25-34,F,Masters degree,Used in Last Decade,cscore,-2.05,cannabis
5909,1271,25-34,F,Professional certificate/ diploma,Used in Last Year,cscore,0.12,cannabis
5910,1275,35-44,F,Masters degree,Used in Last Decade,cscore,0.58,cannabis
5911,1276,45-54,F,Professional certificate/ diploma,Used in Last Decade,cscore,1.81,cannabis
5912,1277,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.14,cannabis
5913,1278,25-34,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
5914,1279,35-44,F,Professional certificate/ diploma,Used in Last Month,cscore,1.13,cannabis
5915,1282,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.42,cannabis
5916,1283,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,cannabis
5917,1284,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.92,cannabis
5918,1285,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.26,cannabis
5919,1286,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
5920,1287,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
5921,1288,35-44,F,University degree,Used in Last Decade,cscore,-0.14,cannabis
5922,1289,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.41,cannabis
5923,1290,18-24,M,Masters degree,Used in Last Week,cscore,0.76,cannabis
5924,1291,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.01,cannabis
5925,1292,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,0.12,cannabis
5926,1293,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.26,cannabis
5927,1294,25-34,F,Masters degree,Used in Last Day,cscore,1.46,cannabis
5928,1295,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.01,cannabis
5929,1296,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.14,cannabis
5930,1297,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,1.31,cannabis
5931,1298,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
5932,1299,35-44,F,University degree,Used in Last Year,cscore,-0.53,cannabis
5933,1300,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.26,cannabis
5934,1301,35-44,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.65,cannabis
5935,1302,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,1.13,cannabis
5936,1303,18-24,M,University degree,Used in Last Year,cscore,1.13,cannabis
5937,1304,35-44,M,University degree,Used in Last Decade,cscore,0.42,cannabis
5938,1305,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.39,cannabis
5939,1306,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.42,cannabis
5940,1307,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
5941,1308,25-34,M,Masters degree,Used in Last Decade,cscore,0.12,cannabis
5942,1309,25-34,F,University degree,Used in Last Week,cscore,-0.01,cannabis
5943,1310,25-34,F,Masters degree,Used in Last Decade,cscore,0.26,cannabis
5944,1311,18-24,M,Left school at 16 years,Used in Last Year,cscore,-0.28,cannabis
5945,1312,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.76,cannabis
5946,1313,35-44,F,Masters degree,Used in Last Day,cscore,1.81,cannabis
5947,1314,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.39,cannabis
5948,1315,35-44,M,University degree,Used in Last Week,cscore,1.13,cannabis
5949,1316,18-24,M,University degree,Used in Last Week,cscore,1.31,cannabis
5950,1317,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,-0.41,cannabis
5951,1318,25-34,F,University degree,Used in Last Decade,cscore,0.58,cannabis
5952,1319,18-24,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-0.14,cannabis
5953,1320,35-44,M,University degree,Used in Last Decade,cscore,1.31,cannabis
5954,1321,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,cannabis
5955,1322,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.28,cannabis
5956,1323,18-24,F,University degree,Used in Last Week,cscore,-1.64,cannabis
5957,1325,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,cannabis
5958,1326,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-0.53,cannabis
5959,1327,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,-0.41,cannabis
5960,1328,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,1.13,cannabis
5961,1329,18-24,F,University degree,Used in Last Day,cscore,0.26,cannabis
5962,1330,25-34,F,University degree,Used in Last Decade,cscore,-1.14,cannabis
5963,1331,18-24,M,University degree,Used in Last Month,cscore,-1.14,cannabis
5964,1332,35-44,M,University degree,Used in Last Day,cscore,-0.65,cannabis
5965,1333,18-24,F,Professional certificate/ diploma,Used in Last Week,cscore,2.33,cannabis
5966,1334,18-24,M,University degree,Used in Last Day,cscore,0.26,cannabis
5967,1335,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.01,cannabis
5968,1336,45-54,M,University degree,Used in Last Year,cscore,-0.01,cannabis
5969,1337,18-24,F,University degree,Used in Last Decade,cscore,1.31,cannabis
5970,1339,35-44,M,Professional certificate/ diploma,Used in Last Month,cscore,0.76,cannabis
5971,1340,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-2.73,cannabis
5972,1341,18-24,M,Left school at 18 years,Used in Last Month,cscore,0.94,cannabis
5973,1342,35-44,M,Left school at 18 years,Used in Last Day,cscore,-0.53,cannabis
5974,1343,35-44,F,Doctorate degree,Used in Last Year,cscore,-1.52,cannabis
5975,1344,18-24,M,Professional certificate/ diploma,Used in Last Year,cscore,-0.9,cannabis
5976,1345,18-24,M,Left school at 18 years,Used in Last Day,cscore,0.94,cannabis
5977,1346,18-24,M,Left school at 18 years,Used in Last Week,cscore,0.26,cannabis
5978,1347,45-54,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.12,cannabis
5979,1348,18-24,M,University degree,Used in Last Month,cscore,-2.05,cannabis
5980,1349,18-24,F,Left school at 18 years,Used in Last Day,cscore,-0.41,cannabis
5981,1350,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.26,cannabis
5982,1351,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.65,cannabis
5983,1353,55-64,M,University degree,Used in Last Decade,cscore,-0.28,cannabis
5984,1354,18-24,F,Left school at 18 years,Used in Last Day,cscore,0.12,cannabis
5985,1355,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.26,cannabis
5986,1356,18-24,M,University degree,Used in Last Day,cscore,-0.01,cannabis
5987,1357,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.58,cannabis
5988,1358,18-24,M,Professional certificate/ diploma,Used in Last Year,cscore,0.42,cannabis
5989,1359,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.39,cannabis
5990,1360,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.12,cannabis
5991,1361,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.31,cannabis
5992,1362,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.3,cannabis
5993,1363,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.14,cannabis
5994,1365,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.39,cannabis
5995,1366,35-44,F,University degree,Used in Last Day,cscore,-0.9,cannabis
5996,1367,18-24,F,Left school at 16 years,Used in Last Day,cscore,-2.18,cannabis
5997,1368,18-24,M,Left school at 18 years,Used in Last Month,cscore,-1.39,cannabis
5998,1369,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.14,cannabis
5999,1370,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,cannabis
6000,1371,25-34,F,Professional certificate/ diploma,Used in Last Week,cscore,-1.52,cannabis
6001,1372,25-34,F,Masters degree,Used in Last Decade,cscore,-0.53,cannabis
6002,1373,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.26,cannabis
6003,1374,25-34,M,University degree,Used in Last Day,cscore,-0.78,cannabis
6004,1376,18-24,M,Left school at 18 years,Used in Last Week,cscore,-1.01,cannabis
6005,1377,35-44,M,University degree,Used in Last Decade,cscore,-0.41,cannabis
6006,1379,25-34,F,Masters degree,Used in Last Month,cscore,2.05,cannabis
6007,1380,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
6008,1382,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,1.31,cannabis
6009,1383,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.01,cannabis
6010,1384,18-24,F,University degree,Used in Last Day,cscore,0.12,cannabis
6011,1385,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.46,cannabis
6012,1386,18-24,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,0.58,cannabis
6013,1389,35-44,F,Professional certificate/ diploma,Used in Last Month,cscore,-0.9,cannabis
6014,1390,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
6015,1391,18-24,M,University degree,Used in Last Day,cscore,-0.14,cannabis
6016,1392,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.26,cannabis
6017,1394,25-34,F,Masters degree,Used in Last Year,cscore,0.42,cannabis
6018,1396,25-34,F,University degree,Used in Last Decade,cscore,0.58,cannabis
6019,1398,18-24,F,University degree,Used in Last Month,cscore,0.58,cannabis
6020,1399,18-24,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,2.05,cannabis
6021,1400,25-34,F,University degree,Used in Last Decade,cscore,-0.28,cannabis
6022,1401,25-34,F,Masters degree,Used in Last Year,cscore,-0.14,cannabis
6023,1403,25-34,F,University degree,Used in Last Year,cscore,-0.53,cannabis
6024,1406,25-34,F,Doctorate degree,Used in Last Decade,cscore,-0.78,cannabis
6025,1407,25-34,F,University degree,Used in Last Decade,cscore,-1.39,cannabis
6026,1408,25-34,F,Masters degree,Used in Last Week,cscore,0.42,cannabis
6027,1409,25-34,M,Masters degree,Used in Last Decade,cscore,-1.26,cannabis
6028,1410,25-34,F,Doctorate degree,Used in Last Week,cscore,-0.53,cannabis
6029,1412,25-34,F,University degree,Used in Last Day,cscore,1.46,cannabis
6030,1413,25-34,F,Masters degree,Used in Last Decade,cscore,0.26,cannabis
6031,1414,25-34,F,University degree,Used in Last Decade,cscore,0.76,cannabis
6032,1415,25-34,F,Doctorate degree,Used in Last Month,cscore,0.58,cannabis
6033,1416,18-24,M,Left school at 16 years,Used in Last Day,cscore,-1.64,cannabis
6034,1417,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
6035,1420,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.01,cannabis
6036,1421,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
6037,1422,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
6038,1423,45-54,M,Left school before 16 years,Used in Last Day,cscore,-1.01,cannabis
6039,1424,18-24,M,University degree,Used in Last Day,cscore,-0.28,cannabis
6040,1425,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.14,cannabis
6041,1426,25-34,F,University degree,Used in Last Day,cscore,0.58,cannabis
6042,1427,35-44,M,Professional certificate/ diploma,Used in Last Decade,cscore,-0.01,cannabis
6043,1429,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.13,cannabis
6044,1430,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.9,cannabis
6045,1432,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.65,cannabis
6046,1433,45-54,F,Doctorate degree,Used in Last Year,cscore,0.58,cannabis
6047,1437,55-64,F,Professional certificate/ diploma,Used in Last Decade,cscore,-1.14,cannabis
6048,1438,18-24,M,Left school at 16 years,Used in Last Year,cscore,-0.14,cannabis
6049,1439,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.13,cannabis
6050,1440,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.78,cannabis
6051,1444,35-44,F,Doctorate degree,Used in Last Decade,cscore,0.58,cannabis
6052,1451,25-34,F,Masters degree,Used in Last Decade,cscore,1.46,cannabis
6053,1452,25-34,F,Doctorate degree,Used in Last Decade,cscore,1.81,cannabis
6054,1453,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,2.33,cannabis
6055,1456,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-0.41,cannabis
6056,1458,25-34,F,Doctorate degree,Used in Last Year,cscore,0.42,cannabis
6057,1460,18-24,F,University degree,Used in Last Year,cscore,-0.65,cannabis
6058,1463,25-34,M,Masters degree,Used in Last Year,cscore,0.12,cannabis
6059,1464,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.42,cannabis
6060,1466,25-34,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.14,cannabis
6061,1467,18-24,F,University degree,Used in Last Day,cscore,0.58,cannabis
6062,1468,55-64,F,University degree,Used in Last Day,cscore,0.94,cannabis
6063,1469,25-34,F,Masters degree,Used in Last Decade,cscore,0.12,cannabis
6064,1472,55-64,M,Masters degree,Used in Last Month,cscore,1.46,cannabis
6065,1473,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.12,cannabis
6066,1474,25-34,F,Masters degree,Used in Last Year,cscore,0.12,cannabis
6067,1475,45-54,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.76,cannabis
6068,1476,25-34,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-2.3,cannabis
6069,1477,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,0.12,cannabis
6070,1478,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.26,cannabis
6071,1479,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
6072,1481,25-34,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,0.12,cannabis
6073,1482,45-54,F,University degree,Used in Last Day,cscore,-2.05,cannabis
6074,1484,25-34,F,University degree,Used in Last Month,cscore,-0.14,cannabis
6075,1485,35-44,M,Professional certificate/ diploma,Used in Last Decade,cscore,-1.14,cannabis
6076,1487,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.65,cannabis
6077,1489,18-24,M,University degree,Used in Last Day,cscore,0.58,cannabis
6078,1490,25-34,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-1.26,cannabis
6079,1491,25-34,F,Doctorate degree,Used in Last Decade,cscore,1.13,cannabis
6080,1493,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.52,cannabis
6081,1494,45-54,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.28,cannabis
6082,1495,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.64,cannabis
6083,1496,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.78,cannabis
6084,1497,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.41,cannabis
6085,1499,45-54,F,Left school before 16 years,Used in Last Day,cscore,-1.01,cannabis
6086,1501,25-34,M,Doctorate degree,Used in Last Day,cscore,-0.01,cannabis
6087,1502,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,cannabis
6088,1504,25-34,M,University degree,Used in Last Day,cscore,-0.41,cannabis
6089,1505,18-24,F,University degree,Used in Last Day,cscore,-0.53,cannabis
6090,1506,35-44,F,Professional certificate/ diploma,Used in Last Day,cscore,-0.78,cannabis
6091,1509,18-24,F,University degree,Used in Last Year,cscore,-0.41,cannabis
6092,1510,25-34,F,Professional certificate/ diploma,Used in Last Day,cscore,-0.01,cannabis
6093,1512,18-24,M,University degree,Used in Last Day,cscore,-1.26,cannabis
6094,1513,18-24,M,Left school before 16 years,Used in Last Day,cscore,-0.14,cannabis
6095,1514,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
6096,1515,25-34,M,Left school at 18 years,Used in Last Decade,cscore,-1.92,cannabis
6097,1516,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.14,cannabis
6098,1517,18-24,M,Left school at 18 years,Used in Last Day,cscore,-0.41,cannabis
6099,1518,45-54,M,Doctorate degree,Used in Last Year,cscore,-0.53,cannabis
6100,1519,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,0.12,cannabis
6101,1520,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.92,cannabis
6102,1521,18-24,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-1.26,cannabis
6103,1522,18-24,M,Professional certificate/ diploma,Used in Last Day,cscore,-1.39,cannabis
6104,1523,25-34,M,Professional certificate/ diploma,Used in Last Year,cscore,0.42,cannabis
6105,1524,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.65,cannabis
6106,1525,18-24,M,Left school at 18 years,Used in Last Day,cscore,-1.39,cannabis
6107,1526,18-24,M,Left school at 16 years,Used in Last Month,cscore,-0.9,cannabis
6108,1527,18-24,M,Left school at 18 years,Used in Last Week,cscore,-0.53,cannabis
6109,1528,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.52,cannabis
6110,1529,18-24,F,University degree,Used in Last Day,cscore,0.12,cannabis
6111,1530,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.14,cannabis
6112,1531,18-24,M,Left school before 16 years,Used in Last Month,cscore,-0.53,cannabis
6113,1532,25-34,F,University degree,Used in Last Day,cscore,-0.28,cannabis
6114,1533,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-2.57,cannabis
6115,1534,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.01,cannabis
6116,1535,25-34,M,Left school at 18 years,Used in Last Week,cscore,-0.65,cannabis
6117,1536,35-44,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.53,cannabis
6118,1537,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,1.81,cannabis
6119,1538,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.14,cannabis
6120,1540,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.9,cannabis
6121,1541,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.12,cannabis
6122,1542,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.94,cannabis
6123,1543,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.05,cannabis
6124,1544,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.64,cannabis
6125,1545,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,cannabis
6126,1546,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.14,cannabis
6127,1547,18-24,M,Left school at 18 years,Used in Last Month,cscore,-1.14,cannabis
6128,1548,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.58,cannabis
6129,1551,25-34,F,Professional certificate/ diploma,Used in Last Decade,cscore,-0.01,cannabis
6130,1555,18-24,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-0.41,cannabis
6131,1556,25-34,M,Masters degree,Used in Last Decade,cscore,1.46,cannabis
6132,1557,18-24,F,Masters degree,Used in Last Year,cscore,0.26,cannabis
6133,1558,25-34,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,1.13,cannabis
6134,1560,18-24,F,University degree,Used in Last Decade,cscore,1.31,cannabis
6135,1561,25-34,F,Masters degree,Used in Last Decade,cscore,1.13,cannabis
6136,1564,35-44,M,Professional certificate/ diploma,Used in Last Year,cscore,-1.14,cannabis
6137,1571,25-34,F,Masters degree,Used in Last Decade,cscore,-0.01,cannabis
6138,1573,18-24,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,0.58,cannabis
6139,1586,25-34,F,University degree,Used in Last Decade,cscore,0.58,cannabis
6140,1587,35-44,F,University degree,Used in Last Year,cscore,0.58,cannabis
6141,1596,25-34,F,University degree,Used in Last Year,cscore,-0.28,cannabis
6142,1602,25-34,M,Masters degree,Used in Last Decade,cscore,1.63,cannabis
6143,1607,35-44,F,Professional certificate/ diploma,Used in Last Decade,cscore,0.58,cannabis
6144,1609,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.65,cannabis
6145,1613,35-44,F,University degree,Used in Last Decade,cscore,-0.01,cannabis
6146,1619,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.9,cannabis
6147,1625,35-44,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.12,cannabis
6148,1633,35-44,M,Professional certificate/ diploma,Used in Last Day,cscore,1.81,cannabis
6149,1638,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,cannabis
6150,1647,35-44,M,Professional certificate/ diploma,Used in Last Decade,cscore,0.58,cannabis
6151,1648,35-44,M,Professional certificate/ diploma,Used in Last Decade,cscore,-0.41,cannabis
6152,1651,25-34,F,University degree,Used in Last Year,cscore,0.58,cannabis
6153,1652,55-64,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-0.41,cannabis
6154,1653,18-24,M,University degree,Used in Last Day,cscore,-1.14,cannabis
6155,1657,18-24,F,University degree,Used in Last Decade,cscore,0.12,cannabis
6156,1658,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.94,cannabis
6157,1659,18-24,M,Professional certificate/ diploma,Used in Last Year,cscore,-0.01,cannabis
6158,1661,35-44,F,Professional certificate/ diploma,Used in Last Year,cscore,-1.39,cannabis
6159,1662,18-24,F,Left school before 16 years,Used in Last Day,cscore,-0.28,cannabis
6160,1663,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,-0.14,cannabis
6161,1664,25-34,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.78,cannabis
6162,1665,25-34,F,Doctorate degree,Used in Last Decade,cscore,-0.14,cannabis
6163,1667,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.12,cannabis
6164,1668,25-34,F,Doctorate degree,Used in Last Decade,cscore,0.94,cannabis
6165,1673,25-34,F,University degree,Used in Last Decade,cscore,-1.14,cannabis
6166,1674,25-34,M,Professional certificate/ diploma,Used in Last Month,cscore,0.76,cannabis
6167,1676,35-44,M,Professional certificate/ diploma,Used in Last Decade,cscore,-0.53,cannabis
6168,1678,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,cannabis
6169,1683,45-54,M,Professional certificate/ diploma,Used in Last Year,cscore,-0.14,cannabis
6170,1684,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.52,cannabis
6171,1685,25-34,M,University degree,Used in Last Year,cscore,0.26,cannabis
6172,1686,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.14,cannabis
6173,1689,25-34,F,Masters degree,Used in Last Month,cscore,-0.28,cannabis
6174,1690,35-44,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.01,cannabis
6175,1691,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.9,cannabis
6176,1693,25-34,F,University degree,Used in Last Decade,cscore,-0.41,cannabis
6177,1695,45-54,M,Masters degree,Used in Last Year,cscore,-0.41,cannabis
6178,1697,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.41,cannabis
