,ID,age,gender,education,alcohol,variable,value
7199,1824,18-24,F,"Some college or university, no certificate or degree",CL4,ascore,-0.30172
7200,1825,25-34,M,University degree,CL6,ascore,-0.30172
7201,1826,18-24,M,University degree,CL5,ascore,-1.34289
7202,1827,18-24,F,University degree,CL4,ascore,1.2861
7203,1828,25-34,F,University degree,CL4,ascore,0.28783
7204,1829,25-34,F,Masters degree,CL5,ascore,-2.5383
7205,1830,25-34,F,University degree,CL2,ascore,-1.47955
7206,1831,25-34,F,University degree,CL6,ascore,-1.07533
7207,1832,18-24,M,Left school at 18 years,CL6,ascore,-0.91699
7208,1833,18-24,M,University degree,CL5,ascore,0.28783
7209,1834,35-44,F,University degree,CL6,ascore,-0.30172
7210,1835,25-34,M,"Some college or university, no certificate or degree",CL6,ascore,-0.45321
7211,1836,45-54,M,University degree,CL3,ascore,-0.45321
7212,1837,35-44,F,Professional certificate/ diploma,CL2,ascore,0.28783
7213,1838,35-44,F,"Some college or university, no certificate or degree",CL3,ascore,0.76096
7214,1839,35-44,F,Professional certificate/ diploma,CL6,ascore,0.59042
7215,1840,25-34,F,Professional certificate/ diploma,CL4,ascore,1.45039
7216,1841,55-64,F,University degree,CL2,ascore,1.45039
7217,1842,18-24,M,"Some college or university, no certificate or degree",CL5,ascore,-0.30172
7218,1843,25-34,M,University degree,CL4,ascore,-2.07848
7219,1844,45-54,M,Doctorate degree,CL5,ascore,-1.6209
7220,1845,18-24,M,"Some college or university, no certificate or degree",CL6,ascore,1.2861
7221,1846,45-54,M,University degree,CL5,ascore,0.76096
7222,1847,18-24,M,"Some college or university, no certificate or degree",CL5,ascore,1.11406
7223,1848,18-24,F,University degree,CL6,ascore,-0.91699
7224,1849,18-24,F,"Some college or university, no certificate or degree",CL3,ascore,0.59042
7225,1850,45-54,M,Professional certificate/ diploma,CL2,ascore,-0.76096
7226,1851,25-34,F,University degree,CL3,ascore,0.76096
7227,1852,18-24,M,Left school at 17 years,CL5,ascore,-0.30172
7228,1853,25-34,M,Professional certificate/ diploma,CL6,ascore,-0.45321
7229,1854,25-34,F,Masters degree,CL5,ascore,-0.30172
7230,1855,35-44,M,Left school at 16 years,CL3,ascore,0.43852
7231,1856,18-24,M,"Some college or university, no certificate or degree",CL5,ascore,-2.07848
7232,1857,18-24,M,"Some college or university, no certificate or degree",CL3,ascore,-0.30172
7233,1858,18-24,M,Left school at 17 years,CL5,ascore,-0.30172
7234,1859,35-44,M,Professional certificate/ diploma,CL4,ascore,-0.01729
7235,1860,18-24,M,"Some college or university, no certificate or degree",CL3,ascore,-1.47955
7236,1861,18-24,M,"Some college or university, no certificate or degree",CL6,ascore,-0.15487
7237,1862,18-24,M,Left school at 18 years,CL4,ascore,-0.15487
7238,1863,35-44,M,"Some college or university, no certificate or degree",CL6,ascore,0.28783
7239,1864,55-64,F,University degree,CL5,ascore,-0.45321
7240,1865,25-34,F,University degree,CL5,ascore,-0.15487
7241,1866,45-54,M,Left school before 16 years,CL6,ascore,-1.07533
7242,1867,18-24,F,"Some college or university, no certificate or degree",CL5,ascore,-1.07533
7243,1868,25-34,M,"Some college or university, no certificate or degree",CL5,ascore,-0.91699
7244,1869,18-24,F,Professional certificate/ diploma,CL5,ascore,-0.60633
7245,1870,18-24,F,University degree,CL6,ascore,0.28783
7246,1871,18-24,F,"Some college or university, no certificate or degree",CL6,ascore,-0.76096
7247,1872,18-24,M,"Some college or university, no certificate or degree",CL2,ascore,-1.6209
7248,1873,18-24,M,"Some college or university, no certificate or degree",CL3,ascore,-0.30172
7249,1874,25-34,F,University degree,CL6,ascore,1.81866
7250,1875,18-24,M,Left school at 18 years,CL6,ascore,-1.07533
7251,1876,18-24,M,"Some college or university, no certificate or degree",CL5,ascore,0.76096
7252,1877,18-24,M,Left school at 17 years,CL5,ascore,-0.60633
7253,1878,65+,M,"Some college or university, no certificate or degree",CL5,ascore,0.94156
7254,1879,18-24,M,"Some college or university, no certificate or degree",CL5,ascore,-0.76096
7255,1880,25-34,M,"Some college or university, no certificate or degree",CL6,ascore,-0.91699
7256,1881,18-24,M,Left school at 17 years,CL6,ascore,-1.772
7257,1882,18-24,M,University degree,CL4,ascore,-0.76096
7258,1883,18-24,M,"Some college or university, no certificate or degree",CL4,ascore,-0.30172
7259,1884,18-24,F,"Some college or university, no certificate or degree",CL5,ascore,0.76096
7260,1885,18-24,M,"Some college or university, no certificate or degree",CL5,ascore,0.76096
7261,1886,25-34,F,University degree,CL4,ascore,-1.772
7262,1887,18-24,F,"Some college or university, no certificate or degree",CL5,ascore,-1.6209
7263,1888,18-24,M,"Some college or university, no certificate or degree",CL4,ascore,1.11406
7264,2,25-34,M,Doctorate degree,CL5,cscore,-0.14277
7265,3,35-44,M,Professional certificate/ diploma,CL6,cscore,-1.0145
7266,4,18-24,F,Masters degree,CL4,cscore,0.58489
7267,5,35-44,F,Doctorate degree,CL4,cscore,1.30612
7268,6,65+,F,Left school at 18 years,CL2,cscore,1.63088
7269,7,45-54,M,Masters degree,CL6,cscore,0.93949
7270,8,35-44,M,Left school at 16 years,CL5,cscore,1.63088
7271,9,35-44,F,Professional certificate/ diploma,CL4,cscore,1.13407
7272,10,55-64,M,Masters degree,CL6,cscore,0.12331
7273,11,25-34,F,University degree,CL5,cscore,1.81175
7274,12,45-54,M,"Some college or university, no certificate or degree",CL5,cscore,-0.52745
7275,13,55-64,F,University degree,CL5,cscore,-0.78155
7276,15,55-64,F,Professional certificate/ diploma,CL6,cscore,1.63088
7277,16,55-64,M,University degree,CL5,cscore,1.13407
7278,17,35-44,F,"Some college or university, no certificate or degree",CL6,cscore,0.7583
7279,18,45-54,M,Left school at 16 years,CL6,cscore,-1.38502
7280,19,55-64,M,University degree,CL6,cscore,-1.5184
7281,20,35-44,M,Professional certificate/ diploma,CL4,cscore,0.7583
7282,21,45-54,M,Professional certificate/ diploma,CL6,cscore,-1.13788
7283,22,65+,M,Left school before 16 years,CL5,cscore,1.81175
7284,23,45-54,M,University degree,CL4,cscore,-0.89891
7285,24,45-54,M,Left school at 16 years,CL6,cscore,-1.0145
7286,25,55-64,M,University degree,CL5,cscore,1.46191
7287,26,45-54,M,"Some college or university, no certificate or degree",CL5,cscore,-0.00665
7288,27,55-64,F,Left school at 18 years,CL6,cscore,0.58489
7289,28,35-44,M,University degree,CL6,cscore,-2.18109
7290,29,35-44,F,Masters degree,CL6,cscore,1.30612
7291,31,45-54,M,Left school at 16 years,CL6,cscore,-0.65253
7292,32,35-44,F,Left school at 16 years,CL3,cscore,-0.00665
7293,33,35-44,M,University degree,CL6,cscore,-0.00665
7294,34,18-24,M,University degree,CL6,cscore,-0.14277
7295,35,35-44,M,University degree,CL4,cscore,-0.78155
7296,36,65+,M,Left school before 16 years,CL3,cscore,-0.78155
7297,37,35-44,M,University degree,CL6,cscore,-1.5184
7298,38,55-64,M,Left school before 16 years,CL6,cscore,-0.65253
7299,39,45-54,M,University degree,CL6,cscore,0.7583
7300,40,65+,F,Professional certificate/ diploma,CL6,cscore,0.41594
7301,41,35-44,M,Masters degree,CL5,cscore,0.7583
7302,42,35-44,F,University degree,CL4,cscore,-0.40581
7303,43,35-44,M,Masters degree,CL6,cscore,-0.65253
7304,44,35-44,M,Professional certificate/ diploma,CL6,cscore,-1.0145
7305,45,25-34,M,University degree,CL5,cscore,0.93949
7306,46,25-34,F,University degree,CL5,cscore,1.63088
7307,47,45-54,F,"Some college or university, no certificate or degree",CL3,cscore,1.46191
7308,48,45-54,M,Masters degree,CL5,cscore,1.13407
7309,49,45-54,M,Left school at 16 years,CL6,cscore,-0.65253
7310,50,25-34,F,Masters degree,CL6,cscore,0.25953
7311,51,35-44,M,Masters degree,CL6,cscore,-0.00665
7312,52,45-54,M,Professional certificate/ diploma,CL2,cscore,-1.92173
7313,53,55-64,F,University degree,CL5,cscore,-0.78155
7314,54,45-54,M,Masters degree,CL5,cscore,0.25953
7315,55,55-64,M,Left school at 16 years,CL6,cscore,-1.13788
7316,56,55-64,F,Professional certificate/ diploma,CL3,cscore,-0.40581
7317,57,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,0.25953
7318,59,45-54,M,Left school at 18 years,CL5,cscore,-0.40581
7319,60,45-54,M,University degree,CL5,cscore,-0.14277
7320,61,25-34,F,Doctorate degree,CL5,cscore,-0.27607
7321,62,45-54,M,Masters degree,CL5,cscore,1.30612
7322,63,25-34,M,University degree,CL5,cscore,0.41594
7323,64,45-54,M,University degree,CL5,cscore,-0.00665
7324,65,45-54,M,Doctorate degree,CL6,cscore,0.93949
7325,66,35-44,M,"Some college or university, no certificate or degree",CL5,cscore,0.58489
7326,67,45-54,M,Left school at 16 years,CL4,cscore,0.41594
7327,68,25-34,M,Masters degree,CL5,cscore,-0.14277
7328,69,35-44,M,Professional certificate/ diploma,CL5,cscore,-0.27607
7329,70,45-54,F,Left school at 16 years,CL6,cscore,-0.00665
7330,71,25-34,M,"Some college or university, no certificate or degree",CL6,cscore,-0.27607
7331,72,45-54,F,Left school at 18 years,CL5,cscore,0.12331
7332,73,45-54,M,Left school at 18 years,CL6,cscore,0.93949
7333,74,45-54,M,Professional certificate/ diploma,CL6,cscore,1.13407
7334,75,65+,F,Left school at 16 years,CL3,cscore,0.25953
7335,76,25-34,M,University degree,CL5,cscore,-0.40581
7336,77,45-54,F,Left school at 17 years,CL4,cscore,0.58489
7337,78,35-44,M,University degree,CL3,cscore,-0.40581
7338,79,35-44,M,"Some college or university, no certificate or degree",CL6,cscore,-2.18109
7339,80,35-44,M,Professional certificate/ diploma,CL5,cscore,-0.65253
7340,81,65+,F,Doctorate degree,CL6,cscore,1.46191
7341,82,55-64,F,University degree,CL5,cscore,-0.14277
7342,83,55-64,M,Masters degree,CL5,cscore,1.46191
7343,84,55-64,F,Left school at 17 years,CL3,cscore,-1.64101
7344,85,45-54,M,Left school at 16 years,CL5,cscore,-0.14277
7345,86,25-34,F,Left school at 18 years,CL3,cscore,0.41594
7346,87,35-44,M,"Some college or university, no certificate or degree",CL5,cscore,-0.14277
7347,88,55-64,M,Left school at 16 years,CL5,cscore,0.25953
7348,89,35-44,F,"Some college or university, no certificate or degree",CL3,cscore,-0.52745
7349,90,35-44,F,Masters degree,CL5,cscore,-0.27607
7350,91,35-44,F,Masters degree,CL6,cscore,-0.78155
7351,92,35-44,M,Professional certificate/ diploma,CL2,cscore,0.7583
7352,93,25-34,M,Left school at 18 years,CL4,cscore,-0.00665
7353,94,65+,F,Left school at 16 years,CL3,cscore,0.41594
7354,95,45-54,M,Masters degree,CL5,cscore,-0.14277
7355,96,45-54,M,Masters degree,CL6,cscore,1.13407
7356,97,35-44,F,University degree,CL4,cscore,0.7583
7357,98,45-54,F,Masters degree,CL5,cscore,-1.13788
7358,99,35-44,M,Doctorate degree,CL4,cscore,0.93949
7359,100,25-34,F,University degree,CL6,cscore,1.63088
7360,101,25-34,M,Masters degree,CL6,cscore,-0.40581
7361,102,45-54,F,Left school at 16 years,CL4,cscore,0.93949
7362,103,45-54,M,Left school at 18 years,CL6,cscore,-0.00665
7363,104,45-54,F,Professional certificate/ diploma,CL4,cscore,0.12331
7364,105,25-34,F,"Some college or university, no certificate or degree",CL5,cscore,0.58489
7365,106,35-44,M,Professional certificate/ diploma,CL3,cscore,2.04506
7366,107,25-34,F,"Some college or university, no certificate or degree",CL4,cscore,-0.40581
7367,108,35-44,F,Left school at 16 years,CL5,cscore,0.58489
7368,109,25-34,F,University degree,CL5,cscore,0.7583
7369,110,45-54,F,"Some college or university, no certificate or degree",CL5,cscore,-0.52745
7370,111,45-54,M,Masters degree,CL5,cscore,-0.14277
7371,112,25-34,M,Masters degree,CL6,cscore,-0.65253
7372,113,25-34,F,University degree,CL3,cscore,-0.78155
7373,114,45-54,F,Professional certificate/ diploma,CL4,cscore,0.7583
7374,115,35-44,M,"Some college or university, no certificate or degree",CL4,cscore,-1.38502
7375,116,25-34,F,Professional certificate/ diploma,CL5,cscore,1.13407
7376,117,35-44,M,Professional certificate/ diploma,CL4,cscore,-0.40581
7377,118,25-34,F,University degree,CL5,cscore,-1.13788
7378,119,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,0.25953
7379,120,35-44,F,University degree,CL5,cscore,1.46191
7380,121,25-34,F,Masters degree,CL6,cscore,0.7583
7381,122,35-44,F,Professional certificate/ diploma,CL2,cscore,-0.78155
7382,123,55-64,M,Masters degree,CL6,cscore,-0.89891
7383,124,25-34,F,University degree,CL5,cscore,0.12331
7384,125,45-54,M,Left school at 16 years,CL3,cscore,0.58489
7385,126,55-64,M,University degree,CL6,cscore,1.13407
7386,127,45-54,M,University degree,CL5,cscore,-0.00665
7387,128,45-54,F,Left school at 17 years,CL5,cscore,0.93949
7388,130,45-54,F,Masters degree,CL6,cscore,0.41594
7389,131,45-54,F,Left school at 16 years,CL5,cscore,2.33337
7390,132,45-54,F,Left school at 16 years,CL4,cscore,0.58489
7391,133,35-44,F,Left school at 18 years,CL4,cscore,0.25953
7392,134,35-44,M,Masters degree,CL5,cscore,0.12331
7393,135,25-34,F,Masters degree,CL6,cscore,-0.65253
7394,137,45-54,F,University degree,CL5,cscore,1.63088
7395,138,45-54,F,University degree,CL4,cscore,0.41594
7396,139,55-64,M,University degree,CL6,cscore,0.93949
7397,140,45-54,M,Left school at 16 years,CL6,cscore,-0.27607
7398,141,25-34,F,University degree,CL5,cscore,-0.27607
7399,142,35-44,F,Left school at 16 years,CL5,cscore,0.58489
7400,143,35-44,M,Left school at 17 years,CL6,cscore,-0.14277
7401,145,45-54,M,Professional certificate/ diploma,CL6,cscore,-0.00665
7402,146,45-54,F,University degree,CL4,cscore,0.7583
7403,147,55-64,M,Professional certificate/ diploma,CL6,cscore,-0.27607
7404,148,35-44,M,Masters degree,CL4,cscore,0.93949
7405,149,35-44,F,Professional certificate/ diploma,CL4,cscore,0.25953
7406,150,45-54,F,University degree,CL4,cscore,1.63088
7407,151,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,1.13407
7408,152,35-44,F,University degree,CL5,cscore,-0.89891
7409,153,25-34,F,University degree,CL5,cscore,-0.65253
7410,154,25-34,M,University degree,CL6,cscore,0.7583
7411,155,18-24,F,"Some college or university, no certificate or degree",CL5,cscore,0.58489
7412,156,35-44,F,University degree,CL5,cscore,-0.27607
7413,157,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,0.12331
7414,158,25-34,M,Left school at 16 years,CL6,cscore,0.7583
7415,159,35-44,F,University degree,CL3,cscore,0.41594
7416,160,45-54,F,"Some college or university, no certificate or degree",CL4,cscore,0.25953
7417,161,45-54,M,Masters degree,CL5,cscore,0.25953
7418,162,35-44,M,University degree,CL5,cscore,-0.40581
7419,163,25-34,F,University degree,CL3,cscore,0.93949
7420,164,25-34,F,"Some college or university, no certificate or degree",CL4,cscore,0.12331
7421,165,25-34,F,Doctorate degree,CL3,cscore,1.13407
7422,166,45-54,M,Masters degree,CL6,cscore,1.63088
7423,167,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.92173
7424,168,25-34,F,Professional certificate/ diploma,CL2,cscore,0.93949
7425,169,25-34,F,University degree,CL5,cscore,-1.13788
7426,170,18-24,F,Left school at 18 years,CL5,cscore,-0.14277
7427,171,45-54,M,Left school at 16 years,CL2,cscore,-0.14277
7428,172,35-44,M,Masters degree,CL6,cscore,-0.78155
7429,173,45-54,F,Professional certificate/ diploma,CL5,cscore,0.7583
7430,174,35-44,F,University degree,CL6,cscore,0.25953
7431,175,35-44,F,Professional certificate/ diploma,CL6,cscore,-1.5184
7432,176,55-64,F,University degree,CL5,cscore,0.12331
7433,177,35-44,F,University degree,CL3,cscore,-0.52745
7434,178,35-44,F,University degree,CL5,cscore,1.13407
7435,179,45-54,F,University degree,CL5,cscore,-0.14277
7436,180,35-44,F,Professional certificate/ diploma,CL5,cscore,-0.65253
7437,181,45-54,F,Professional certificate/ diploma,CL5,cscore,0.93949
7438,182,25-34,M,Doctorate degree,CL5,cscore,0.93949
7439,183,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,0.7583
7440,184,18-24,F,University degree,CL6,cscore,0.93949
7441,185,55-64,M,Left school at 18 years,CL6,cscore,0.25953
7442,186,35-44,F,University degree,CL5,cscore,-0.14277
7443,187,35-44,F,Masters degree,CL6,cscore,1.81175
7444,188,55-64,F,Left school at 16 years,CL4,cscore,0.58489
7445,189,45-54,F,Left school at 16 years,CL4,cscore,-0.27607
7446,190,18-24,F,Masters degree,CL5,cscore,0.7583
7447,191,55-64,F,Professional certificate/ diploma,CL5,cscore,-0.27607
7448,192,18-24,M,University degree,CL5,cscore,-0.52745
7449,193,25-34,F,Professional certificate/ diploma,CL5,cscore,-0.52745
7450,194,45-54,F,University degree,CL5,cscore,0.12331
7451,195,25-34,F,University degree,CL3,cscore,0.41594
7452,196,55-64,F,University degree,CL5,cscore,0.93949
7453,197,18-24,M,University degree,CL4,cscore,-0.89891
7454,198,55-64,F,University degree,CL5,cscore,-0.52745
7455,199,25-34,F,Professional certificate/ diploma,CL6,cscore,-0.00665
7456,200,45-54,F,Professional certificate/ diploma,CL4,cscore,1.30612
7457,201,18-24,F,University degree,CL6,cscore,1.46191
7458,202,35-44,M,Masters degree,CL5,cscore,1.30612
7459,203,35-44,F,University degree,CL6,cscore,1.13407
7460,204,65+,M,Left school before 16 years,CL5,cscore,-0.65253
7461,205,25-34,F,University degree,CL5,cscore,0.25953
7462,206,35-44,F,Left school at 16 years,CL5,cscore,-1.0145
7463,207,18-24,F,University degree,CL5,cscore,0.41594
7464,208,35-44,F,Professional certificate/ diploma,CL5,cscore,-0.14277
7465,209,35-44,F,University degree,CL4,cscore,-0.00665
7466,211,25-34,F,"Some college or university, no certificate or degree",CL3,cscore,-1.25773
7467,212,45-54,F,Left school at 16 years,CL5,cscore,0.93949
7468,213,25-34,F,Professional certificate/ diploma,CL6,cscore,0.58489
7469,214,45-54,F,Professional certificate/ diploma,CL5,cscore,0.12331
7470,215,25-34,F,Professional certificate/ diploma,CL5,cscore,1.30612
7471,216,25-34,F,University degree,CL5,cscore,-0.40581
7472,217,25-34,F,Professional certificate/ diploma,CL5,cscore,-0.00665
7473,218,35-44,M,Professional certificate/ diploma,CL2,cscore,-1.64101
7474,219,25-34,F,Masters degree,CL4,cscore,0.7583
7475,220,35-44,F,"Some college or university, no certificate or degree",CL6,cscore,0.25953
7476,221,18-24,F,University degree,CL5,cscore,0.12331
7477,222,25-34,F,University degree,CL3,cscore,0.93949
7478,223,35-44,F,University degree,CL6,cscore,0.25953
7479,225,45-54,F,University degree,CL5,cscore,0.7583
7480,226,35-44,F,University degree,CL6,cscore,0.25953
7481,227,45-54,F,University degree,CL5,cscore,1.46191
7482,228,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,0.58489
7483,229,45-54,M,Masters degree,CL6,cscore,-0.14277
7484,230,45-54,F,University degree,CL6,cscore,1.63088
7485,231,35-44,F,Professional certificate/ diploma,CL5,cscore,0.41594
7486,232,65+,F,Masters degree,CL6,cscore,0.25953
7487,233,25-34,F,University degree,CL5,cscore,0.7583
7488,234,45-54,M,University degree,CL6,cscore,0.25953
7489,235,25-34,F,University degree,CL4,cscore,1.63088
7490,236,25-34,F,Professional certificate/ diploma,CL5,cscore,2.04506
7491,237,25-34,F,Masters degree,CL6,cscore,0.41594
7492,238,25-34,F,Left school at 16 years,CL5,cscore,1.30612
7493,239,18-24,F,Left school at 18 years,CL4,cscore,0.25953
7494,240,45-54,F,Professional certificate/ diploma,CL5,cscore,0.25953
7495,241,35-44,F,Masters degree,CL4,cscore,2.63199
7496,242,25-34,F,Left school at 18 years,CL5,cscore,-1.0145
7497,243,18-24,F,"Some college or university, no certificate or degree",CL5,cscore,-0.89891
7498,244,25-34,F,University degree,CL5,cscore,0.93949
7499,245,35-44,M,University degree,CL5,cscore,-2.90161
7500,246,25-34,F,"Some college or university, no certificate or degree",CL5,cscore,-1.38502
7501,247,25-34,F,Professional certificate/ diploma,CL5,cscore,-0.65253
7502,248,45-54,M,Masters degree,CL6,cscore,1.63088
7503,249,45-54,F,Doctorate degree,CL5,cscore,1.81175
7504,250,45-54,F,Professional certificate/ diploma,CL5,cscore,1.13407
7505,251,45-54,M,University degree,CL5,cscore,1.46191
7506,252,35-44,F,University degree,CL4,cscore,0.7583
7507,253,18-24,F,Masters degree,CL5,cscore,2.04506
7508,254,45-54,F,Doctorate degree,CL6,cscore,0.93949
7509,255,25-34,M,Professional certificate/ diploma,CL4,cscore,-0.27607
7510,256,35-44,F,Masters degree,CL5,cscore,0.7583
7511,257,18-24,F,"Some college or university, no certificate or degree",CL4,cscore,0.93949
7512,258,35-44,M,Doctorate degree,CL4,cscore,-0.27607
7513,259,65+,M,Doctorate degree,CL5,cscore,1.81175
7514,260,65+,M,Professional certificate/ diploma,CL6,cscore,0.7583
7515,261,45-54,F,Professional certificate/ diploma,CL5,cscore,-0.00665
7516,262,55-64,M,University degree,CL2,cscore,-0.14277
7517,263,45-54,M,Masters degree,CL3,cscore,0.25953
7518,264,55-64,F,Left school before 16 years,CL5,cscore,1.13407
7519,265,18-24,F,University degree,CL5,cscore,0.58489
7520,266,35-44,F,University degree,CL2,cscore,-0.00665
7521,267,55-64,M,University degree,CL6,cscore,0.7583
7522,268,35-44,M,Professional certificate/ diploma,CL6,cscore,-0.00665
7523,269,45-54,F,Masters degree,CL6,cscore,2.04506
7524,270,35-44,F,Masters degree,CL4,cscore,0.12331
7525,271,45-54,F,Masters degree,CL6,cscore,0.7583
7526,272,45-54,F,Masters degree,CL6,cscore,-1.38502
7527,273,55-64,M,Doctorate degree,CL6,cscore,-0.00665
7528,274,25-34,F,University degree,CL6,cscore,0.25953
7529,275,35-44,M,Masters degree,CL6,cscore,0.58489
7530,276,35-44,F,Masters degree,CL4,cscore,1.63088
7531,277,55-64,M,Doctorate degree,CL6,cscore,-0.52745
7532,278,25-34,M,"Some college or university, no certificate or degree",CL5,cscore,-0.14277
7533,279,45-54,F,University degree,CL5,cscore,-0.00665
7534,280,45-54,M,Masters degree,CL5,cscore,0.41594
7535,281,55-64,M,Masters degree,CL6,cscore,-0.89891
7536,282,45-54,F,"Some college or university, no certificate or degree",CL5,cscore,-0.14277
7537,283,45-54,F,Masters degree,CL5,cscore,0.93949
7538,284,45-54,M,University degree,CL6,cscore,0.7583
7539,285,35-44,M,Professional certificate/ diploma,CL3,cscore,0.25953
7540,286,35-44,M,University degree,CL5,cscore,0.25953
7541,287,45-54,F,University degree,CL5,cscore,-0.14277
7542,288,45-54,M,Masters degree,CL3,cscore,-0.89891
7543,289,25-34,M,"Some college or university, no certificate or degree",CL6,cscore,-0.00665
7544,290,25-34,F,Masters degree,CL4,cscore,1.13407
7545,292,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,-0.40581
7546,293,45-54,F,Professional certificate/ diploma,CL3,cscore,0.41594
7547,295,25-34,F,Professional certificate/ diploma,CL3,cscore,-0.40581
7548,296,18-24,F,Left school at 17 years,CL5,cscore,-0.14277
7549,297,35-44,M,Professional certificate/ diploma,CL5,cscore,-0.00665
7550,300,35-44,F,University degree,CL5,cscore,0.41594
7551,301,35-44,F,Professional certificate/ diploma,CL5,cscore,0.58489
7552,302,25-34,F,"Some college or university, no certificate or degree",CL3,cscore,0.58489
7553,303,35-44,F,Doctorate degree,CL6,cscore,0.93949
7554,304,55-64,F,Professional certificate/ diploma,CL6,cscore,-0.40581
7555,305,45-54,F,University degree,CL6,cscore,0.93949
7556,306,45-54,F,University degree,CL4,cscore,0.12331
7557,307,35-44,M,Masters degree,CL5,cscore,0.7583
7558,308,45-54,M,Masters degree,CL5,cscore,0.7583
7559,309,35-44,F,Left school at 18 years,CL5,cscore,1.63088
7560,310,35-44,M,Masters degree,CL6,cscore,0.41594
7561,311,45-54,F,University degree,CL3,cscore,0.58489
7562,312,18-24,F,Left school at 16 years,CL3,cscore,-0.14277
7563,313,45-54,F,Masters degree,CL6,cscore,0.12331
7564,314,25-34,F,Masters degree,CL5,cscore,1.30612
7565,315,18-24,F,Left school at 18 years,CL5,cscore,-0.14277
7566,316,45-54,F,Doctorate degree,CL5,cscore,0.41594
7567,317,55-64,F,University degree,CL5,cscore,-0.78155
7568,318,35-44,M,University degree,CL5,cscore,1.13407
7569,319,25-34,F,Professional certificate/ diploma,CL2,cscore,0.93949
7570,320,45-54,F,Left school at 16 years,CL4,cscore,0.58489
7571,321,45-54,F,University degree,CL5,cscore,-0.14277
7572,322,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,1.63088
7573,323,18-24,F,University degree,CL5,cscore,0.12331
7574,324,45-54,M,Left school at 17 years,CL6,cscore,-0.78155
7575,325,25-34,F,Doctorate degree,CL5,cscore,0.93949
7576,326,35-44,F,Professional certificate/ diploma,CL5,cscore,2.33337
7577,327,35-44,M,Left school at 18 years,CL6,cscore,0.41594
7578,328,45-54,M,Masters degree,CL6,cscore,1.30612
7579,329,25-34,F,Professional certificate/ diploma,CL5,cscore,-0.52745
7580,330,45-54,M,Professional certificate/ diploma,CL4,cscore,-0.14277
7581,332,35-44,M,Left school before 16 years,CL6,cscore,0.58489
7582,334,18-24,F,"Some college or university, no certificate or degree",CL6,cscore,-1.78169
7583,335,65+,M,"Some college or university, no certificate or degree",CL4,cscore,0.12331
7584,336,65+,F,Left school at 16 years,CL4,cscore,-0.00665
7585,337,25-34,F,Masters degree,CL6,cscore,-1.0145
7586,338,45-54,F,Masters degree,CL5,cscore,1.30612
7587,339,45-54,F,Professional certificate/ diploma,CL5,cscore,0.41594
7588,340,35-44,M,Doctorate degree,CL6,cscore,1.46191
7589,341,45-54,F,Professional certificate/ diploma,CL5,cscore,0.7583
7590,342,35-44,F,Masters degree,CL5,cscore,0.41594
7591,343,55-64,F,Professional certificate/ diploma,CL5,cscore,1.81175
7592,345,18-24,F,Left school before 16 years,CL5,cscore,-0.40581
7593,347,35-44,F,University degree,CL2,cscore,0.25953
7594,348,45-54,F,University degree,CL6,cscore,0.25953
7595,349,45-54,M,Masters degree,CL2,cscore,0.41594
7596,350,45-54,M,Professional certificate/ diploma,CL6,cscore,0.25953
7597,351,45-54,M,University degree,CL5,cscore,-0.14277
7598,352,35-44,F,"Some college or university, no certificate or degree",CL4,cscore,-0.65253
7599,353,35-44,M,Professional certificate/ diploma,CL5,cscore,-0.52745
7600,355,25-34,M,Left school at 16 years,CL2,cscore,0.41594
7601,356,35-44,M,Professional certificate/ diploma,CL2,cscore,-0.27607
7602,357,25-34,M,Left school before 16 years,CL6,cscore,0.93949
7603,358,45-54,M,University degree,CL6,cscore,0.41594
7604,359,35-44,M,Left school at 16 years,CL3,cscore,-1.64101
7605,360,35-44,M,"Some college or university, no certificate or degree",CL2,cscore,-0.40581
7606,361,25-34,F,"Some college or university, no certificate or degree",CL5,cscore,0.41594
7607,362,45-54,F,University degree,CL2,cscore,-0.14277
7608,363,35-44,F,Professional certificate/ diploma,CL5,cscore,1.30612
7609,364,45-54,M,University degree,CL2,cscore,0.41594
7610,365,45-54,F,Professional certificate/ diploma,CL5,cscore,0.41594
7611,366,35-44,F,Doctorate degree,CL5,cscore,-0.52745
7612,367,45-54,M,Professional certificate/ diploma,CL5,cscore,-1.25773
7613,369,45-54,F,University degree,CL5,cscore,0.25953
7614,370,25-34,M,Professional certificate/ diploma,CL6,cscore,0.7583
7615,371,25-34,F,University degree,CL3,cscore,-0.65253
7616,372,18-24,M,Left school at 18 years,CL5,cscore,-0.27607
7617,373,35-44,F,University degree,CL5,cscore,0.41594
7618,374,18-24,F,"Some college or university, no certificate or degree",CL5,cscore,0.25953
7619,375,45-54,M,University degree,CL6,cscore,0.12331
7620,376,55-64,F,Masters degree,CL6,cscore,1.13407
7621,377,65+,M,Professional certificate/ diploma,CL6,cscore,1.46191
