,no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol,value,freq
1354,865,18-24,M,5,Canada,White,-1.86962,1.2861,2.15324,0.76096,0.93949,Never Used,1,1
1356,886,18-24,M,5,USA,Other,1.49158,0.00332,0.29338,0.76096,-0.14277,Used in Last Week,1,5
1357,910,18-24,M,5,USA,Other,-0.24649,0.00332,-0.31776,0.76096,-0.78155,Used in Last Week,1,5
1359,963,25-34,M,5,USA,White,-0.34799,0.32197,1.88511,0.76096,-1.13788,Used in Last Week,1,5
1360,965,18-24,M,5,USA,White,-0.92104,1.2861,-0.45174,0.76096,0.25953,Used in Last Week,1,5
1361,977,65+,M,8,USA,White,-2.21844,0.00332,0.58331,0.76096,0.7583,Used over a Decade Ago,1,Used over a Decade Ago
1362,1016,45-54,M,7,USA,White,-1.1943,0.63779,2.44904,0.76096,1.30612,Used over a Decade Ago,1,Used over a Decade Ago
1365,1167,35-44,M,7,USA,White,-0.34799,-0.57545,0.88309,0.76096,-1.78169,Used in Last Day,1,6
1366,1177,18-24,M,5,USA,Other,-1.43907,0.00332,-0.84732,0.76096,-0.27607,Used in Last Year,1,3
1367,1181,18-24,M,5,USA,White,-0.79151,-0.30033,-0.58331,0.76096,-0.27607,Never Used,1,1
1369,1286,18-24,M,5,USA,Mixed-White/Black,-1.86962,1.93886,2.90161,0.76096,0.25953,Used in Last Week,1,5
1370,1296,18-24,M,5,USA,White,0.04257,-0.57545,1.24033,0.76096,-1.13788,Used in Last Month,1,4
1374,1363,18-24,M,5,USA,White,0.82562,-1.09207,0.58331,0.76096,-1.13788,Used in Last Day,1,6
1376,1376,18-24,M,4,UK,White,-1.05308,1.74091,0.29338,0.76096,-1.0145,Used in Last Year,1,3
1383,1465,25-34,M,8,UK,White,-2.75696,1.2861,-0.58331,0.76096,-0.52745,Used in Last Month,1,4
1387,1584,35-44,M,6,UK,White,0.31287,-1.23177,-0.01928,0.76096,0.12331,Used in Last Day,1,6
1388,1605,45-54,M,2,UK,White,-0.34799,1.93886,-0.01928,0.76096,1.30612,Used in Last Week,1,5
1390,1616,55-64,M,6,UK,White,0.62967,-1.50796,-1.55521,0.76096,-0.40581,Used in Last Day,1,6
1399,1685,25-34,M,7,USA,White,0.52135,-2.21069,0.44585,0.76096,0.25953,Used in Last Week,1,5
1402,1788,18-24,M,7,USA,White,0.52135,-0.94779,0.14143,0.76096,-0.65253,Used in Last Month,1,4
1404,1846,45-54,M,7,USA,White,-0.05188,0.63779,0.58331,0.76096,1.30612,Used in Last Week,1,5
1406,1876,18-24,M,5,Canada,White,-0.79151,0.00332,2.44904,0.76096,-1.5184,Used in Last Week,1,5
1408,1885,18-24,M,5,USA,White,-0.24649,1.74091,0.58331,0.76096,-1.5184,Used in Last Week,1,5
1410,26,45-54,M,5,UK,White,-0.79151,-0.43999,-1.27553,0.94156,-0.00665,Used in Last Week,1,5
1411,30,45-54,M,9,UK,White,-1.32828,1.74091,0.88309,0.94156,1.81175,Never Used,1,1
1413,48,45-54,M,8,UK,White,-2.05048,0.80523,0.29338,0.94156,1.13407,Used in Last Week,1,5
1416,140,45-54,M,2,UK,White,-0.05188,0.32197,-0.58331,0.94156,-0.27607,Used in Last Day,1,6
1422,234,45-54,M,7,UK,White,-0.67825,0.80523,-1.42424,0.94156,0.25953,Used in Last Day,1,6
1425,263,45-54,M,8,UK,Asian,-0.92104,0.80523,-0.31776,0.94156,0.25953,Used in Last Year,1,3
1429,327,35-44,M,4,UK,White,-0.58016,-1.6334,-1.97495,0.94156,0.41594,Used in Last Day,1,6
1435,401,45-54,M,8,UK,White,-0.92104,1.2861,1.43533,0.94156,0.58489,Used over a Decade Ago,1,Used over a Decade Ago
1436,412,45-54,M,4,UK,White,1.02119,-1.37639,0.44585,0.94156,-1.38502,Used in Last Week,1,5
1444,597,18-24,M,2,UK,White,-1.43907,0.80523,0.7233,0.94156,0.93949,Used in Last Week,1,5
1450,805,25-34,M,5,USA,White,0.52135,-1.09207,-0.45174,0.94156,-0.00665,Used in Last Week,1,5
1451,826,18-24,M,7,Australia,White,0.62967,-2.11437,-2.8595,0.94156,-1.38502,Used in Last Week,1,5
1452,832,18-24,M,6,UK,White,0.31287,-0.43999,-0.71727,0.94156,-0.14277,Used in Last Day,1,6
1453,853,18-24,M,5,USA,White,-0.79151,1.45421,1.43533,0.94156,0.12331,Never Used,1,1
1457,985,18-24,M,5,USA,White,-0.14882,-0.15487,1.24033,0.94156,-0.14277,Used in Last Day,1,6
1458,995,18-24,M,5,USA,White,0.52135,0.80523,0.7233,0.94156,-0.78155,Used in Last Week,1,5
1459,1008,18-24,M,5,USA,White,-0.05188,0.16767,1.65653,0.94156,-0.00665,Used in Last Month,1,4
1460,1046,18-24,M,5,UK,White,0.73545,1.2861,1.43533,0.94156,-0.89891,Used in Last Day,1,6
1461,1060,18-24,M,5,USA,White,-0.58016,-0.15487,0.7233,0.94156,-0.27607,Used in Last Week,1,5
1463,1186,45-54,M,2,USA,White,-0.14882,-1.23177,-0.17779,0.94156,0.25953,Used in Last Month,1,4
1468,1315,35-44,M,7,USA,White,-0.92104,0.96248,0.58331,0.94156,1.13407,Used in Last Day,1,6
1470,1356,18-24,M,7,USA,White,-0.14882,0.32197,0.58331,0.94156,-0.00665,Used in Last Month,1,4
1474,1464,18-24,M,5,USA,White,-1.1943,0.80523,0.88309,0.94156,0.41594,Used in Last Day,1,6
1477,1540,18-24,M,5,USA,White,1.13281,-0.69509,0.88309,0.94156,-0.89891,Used in Last Day,1,6
1483,1647,35-44,M,6,UK,White,0.04257,-0.94779,0.14143,0.94156,0.58489,Used in Last Day,1,6
1484,1672,55-64,M,7,UK,White,0.62967,-0.43999,1.24033,0.94156,-1.13788,Used in Last Week,1,5
1488,1723,45-54,M,7,UK,White,-0.05188,1.11406,0.7233,0.94156,1.81175,Used in Last Day,1,6
1491,1878,65+,M,5,USA,White,2.127,-0.15487,2.44904,0.94156,-0.65253,Used in Last Week,1,5
1492,23,45-54,M,7,UK,White,0.41667,-0.94779,-0.84732,1.11406,-0.89891,Used in Last Month,1,4
1493,66,35-44,M,5,UK,White,0.73545,0.47617,-0.84732,1.11406,0.58489,Used in Last Week,1,5
1495,80,35-44,M,6,UK,White,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,Used in Last Week,1,5
1506,224,55-64,M,7,UK,White,-1.1943,1.11406,-0.31776,1.11406,0.93949,Used over a Decade Ago,1,Used over a Decade Ago
1507,245,35-44,M,7,UK,White,1.98437,-1.50796,-0.17779,1.11406,-2.90161,Used in Last Week,1,5
1508,308,45-54,M,8,UK,White,-0.46725,-0.57545,-0.71727,1.11406,0.7583,Used in Last Week,1,5
1512,473,18-24,M,8,UK,Mixed-White/Black,-0.92104,2.57309,1.06238,1.11406,2.33337,Used in Last Week,1,5
1514,521,25-34,M,8,UK,White,-0.14882,0.32197,-1.27553,1.11406,1.81175,Used in Last Week,1,5
1518,637,35-44,M,7,UK,White,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,Used in Last Week,1,5
1520,712,18-24,M,5,USA,White,-0.58016,-0.15487,-0.84732,1.11406,0.41594,Used in Last Year,1,3
1521,751,35-44,M,8,UK,White,-0.14882,0.00332,-0.01928,1.11406,-0.14277,Used in Last Week,1,5
1523,755,25-34,M,9,UK,White,-0.92104,0.47617,1.43533,1.11406,-0.52745,Used in Last Month,1,4
1524,760,18-24,M,9,UK,White,-2.75696,1.74091,0.58331,1.11406,0.25953,Used in Last Day,1,6
1529,928,18-24,M,6,USA,White,-0.79151,1.2861,0.58331,1.11406,-0.65253,Used in Last Week,1,5
1532,1032,18-24,M,5,Australia,White,-0.67825,0.32197,0.58331,1.11406,-0.00665,Used in Last Year,1,3
1533,1066,18-24,M,5,USA,White,-3.15735,0.47617,1.24033,1.11406,-1.13788,Used in Last Month,1,4
1538,1130,18-24,M,5,USA,White,1.02119,-2.03972,-0.71727,1.11406,-1.25773,Used in Last Week,1,5
1539,1135,35-44,M,6,Australia,White,-1.32828,0.16767,1.65653,1.11406,0.25953,Used in Last Year,1,3
1540,1152,25-34,M,5,USA,White,1.23461,-0.43999,0.58331,1.11406,0.41594,Used in Last Month,1,4
1541,1239,25-34,M,4,USA,White,0.31287,0.32197,0.88309,1.11406,-0.78155,Used in Last Week,1,5
1543,1282,18-24,M,5,USA,White,-1.32828,1.74091,0.29338,1.11406,0.41594,Used in Last Month,1,4
1545,1423,45-54,M,1,Republic of Ireland,White,-0.05188,-0.94779,-0.01928,1.11406,-1.0145,Used over a Decade Ago,1,Used over a Decade Ago
1553,1803,18-24,M,8,USA,Other,-0.79151,0.47617,1.43533,1.11406,0.12331,Used in Last Month,1,4
1555,1847,18-24,M,5,USA,White,-1.32828,1.2861,0.88309,1.11406,1.13407,Used in Last Week,1,5
1556,1888,18-24,M,5,Republic of Ireland,White,-0.46725,2.127,1.65653,1.11406,0.41594,Used in Last Month,1,4
1557,34,18-24,M,7,UK,White,0.41667,-0.30033,0.29338,1.2861,-0.14277,Used in Last Day,1,6
1558,45,25-34,M,7,UK,Other,-1.05308,1.45421,0.44585,1.2861,0.93949,Used in Last Week,1,5
1559,67,45-54,M,2,UK,White,-1.05308,-0.69509,-1.11902,1.2861,0.41594,Used in Last Month,1,4
1561,144,35-44,M,6,UK,Black,-1.69163,1.2861,-0.58331,1.2861,2.04506,Used over a Decade Ago,1,Used over a Decade Ago
1564,197,18-24,M,7,UK,Black,-0.58016,0.32197,-0.58331,1.2861,-0.89891,Used in Last Month,1,4
1574,613,25-34,M,7,UK,White,-0.67825,0.32197,-0.58331,1.2861,0.58489,Used in Last Week,1,5
1575,641,25-34,M,2,UK,White,-0.24649,1.74091,0.88309,1.2861,0.41594,Used in Last Week,1,5
1578,741,35-44,M,5,UK,White,-1.32828,0.16767,0.58331,1.2861,-0.65253,Used in Last Week,1,5
1580,795,25-34,M,7,UK,White,-0.05188,-0.57545,1.24033,1.2861,-0.52745,Used in Last Day,1,6
1581,831,18-24,M,5,USA,White,0.13606,0.63779,1.88511,1.2861,-0.27607,Used in Last Month,1,4
1582,851,55-64,M,8,USA,White,-1.69163,0.00332,1.24033,1.2861,0.41594,Used in Last Month,1,4
1583,943,25-34,M,6,USA,Other,-0.46725,2.32338,2.44904,1.2861,1.30612,Used in Last Month,1,4
1584,958,35-44,M,6,UK,White,-1.43907,-0.30033,0.14143,1.2861,1.30612,Used in Last Day,1,6
1586,1077,18-24,M,3,UK,White,-0.92104,-0.57545,0.7233,1.2861,-0.27607,Used in Last Year,1,3
1587,1111,18-24,M,5,UK,White,-0.92104,1.74091,1.43533,1.2861,-0.27607,Used in Last Day,1,6
1588,1116,18-24,M,5,USA,White,-3.46436,0.47617,-0.01928,1.2861,2.04506,Used in Last Week,1,5
1591,1328,18-24,M,5,USA,White,-1.32828,-0.30033,0.14143,1.2861,1.13407,Used in Last Month,1,4
1592,1399,18-24,M,5,UK,White,-0.79151,1.11406,-0.01928,1.2861,2.04506,Used in Last Year,1,3
1599,1531,18-24,M,1,New Zealand,White,-1.1943,-0.94779,1.06238,1.2861,-0.52745,Used in Last Year,1,3
1607,1737,35-44,M,6,UK,White,-1.43907,0.96248,0.29338,1.2861,0.25953,Used in Last Week,1,5
1608,1768,18-24,M,5,USA,White,0.31287,-1.92173,0.14143,1.2861,2.63199,Used in Last Year,1,3
1609,1802,25-34,M,9,USA,White,0.52135,1.58487,2.90161,1.2861,1.81175,Used in Last Day,1,6
1610,1805,18-24,M,6,USA,Other,0.41667,-0.15487,1.43533,1.2861,-0.65253,Used in Last Month,1,4
1612,1845,18-24,M,5,USA,White,-0.58016,0.47617,2.15324,1.2861,0.41594,Used in Last Day,1,6
1616,218,35-44,M,6,UK,White,1.23461,0.80523,0.44585,1.45039,-1.64101,Used in Last Decade,1,2
1619,358,45-54,M,7,UK,White,-1.1943,-0.15487,-1.27553,1.45039,0.41594,Used in Last Day,1,6
1620,464,45-54,M,4,UK,White,1.02119,-0.94779,-0.58331,1.45039,-1.25773,Used in Last Day,1,6
1624,608,18-24,M,7,UK,White,-0.46725,0.00332,-1.11902,1.45039,-0.78155,Used in Last Week,1,5
1625,622,18-24,M,4,UK,White,0.52135,-1.37639,-0.45174,1.45039,-1.78169,Used in Last Week,1,5
1626,889,18-24,M,7,UK,White,-0.46725,2.57309,0.7233,1.45039,0.12331,Used in Last Day,1,6
1629,975,18-24,M,5,USA,White,-1.86962,2.127,1.24033,1.45039,0.58489,Used in Last Day,1,6
1632,1208,45-54,M,7,UK,White,-0.46725,1.58487,1.43533,1.45039,1.30612,Used in Last Month,1,4
1635,1303,18-24,M,7,USA,White,-0.67825,1.45421,1.43533,1.45039,1.13407,Used in Last Week,1,5
1641,1523,25-34,M,6,USA,White,-0.05188,-2.72827,1.24033,1.45039,0.41594,Used in Last Year,1,3
1650,21,45-54,M,6,UK,White,-0.79151,0.80523,0.7233,1.61108,-1.13788,Used in Last Day,1,6
1658,328,45-54,M,8,UK,White,-1.86962,1.58487,-0.01928,1.61108,1.30612,Used in Last Day,1,6
1660,388,45-54,M,4,UK,White,-2.05048,0.47617,-1.11902,1.61108,0.58489,Used in Last Month,1,4
1669,858,25-34,M,5,UK,White,-1.05308,0.47617,1.88511,1.61108,0.41594,Used in Last Decade,1,2
1671,930,25-34,M,5,USA,White,-0.58016,1.45421,1.65653,1.61108,0.58489,Used in Last Month,1,4
1674,1157,18-24,M,9,UK,White,-0.92104,1.74091,1.65653,1.61108,-0.52745,Used in Last Day,1,6
1676,1195,18-24,M,5,USA,White,-2.75696,1.11406,1.06238,1.61108,-0.52745,Used in Last Week,1,5
1688,162,35-44,M,7,UK,Black,-0.67825,0.32197,-0.84732,1.81866,-0.40581,Used in Last Week,1,5
1693,357,25-34,M,1,UK,White,0.62967,0.00332,1.24033,1.81866,0.93949,Used in Last Day,1,6
1694,424,35-44,M,6,UK,White,-0.79151,-0.15487,-0.01928,1.81866,-0.65253,Used in Last Month,1,4
1695,437,55-64,M,5,USA,White,-0.67825,-0.30033,1.06238,1.81866,0.7583,Used over a Decade Ago,1,Used over a Decade Ago
1696,462,18-24,M,5,UK,White,1.49158,-1.37639,-2.63199,1.81866,-1.25773,Used in Last Week,1,5
1698,629,35-44,M,9,UK,White,-1.69163,-0.94779,-1.55521,1.81866,0.58489,Used in Last Week,1,5
1699,714,18-24,M,7,USA,White,0.52135,0.80523,0.88309,1.81866,-0.00665,Used in Last Day,1,6
1701,811,18-24,M,6,UK,White,-1.69163,-0.80615,-1.27553,1.81866,-0.14277,Used in Last Week,1,5
1702,844,18-24,M,5,USA,White,-0.67825,0.00332,0.29338,1.81866,1.30612,Used in Last Year,1,3
1704,1099,18-24,M,4,UK,White,-0.58016,-0.69509,1.65653,1.81866,-1.13788,Used in Last Week,1,5
1705,1192,18-24,M,8,USA,White,-2.21844,0.32197,0.7233,1.81866,0.93949,Used in Last Week,1,5
1708,1331,18-24,M,7,USA,Mixed-White/Asian,1.49158,-0.15487,-0.01928,1.81866,-1.13788,Used in Last Week,1,5
1709,1382,18-24,M,5,USA,White,-1.05308,0.47617,1.06238,1.81866,1.30612,Used in Last Day,1,6
1713,1569,35-44,M,8,UK,White,-1.55078,0.80523,1.24033,1.81866,-0.00665,Used in Last Week,1,5
1714,1572,45-54,M,6,UK,White,-0.79151,-0.43999,-0.01928,1.81866,0.7583,Used in Last Day,1,6
1719,1794,18-24,M,5,USA,White,-0.46725,-0.15487,0.58331,1.81866,-0.52745,Used in Last Month,1,4
1724,609,45-54,M,5,USA,White,-0.05188,0.00332,0.88309,2.03972,-0.14277,Used in Last Decade,1,2
1727,706,18-24,M,5,UK,White,-1.43907,0.32197,1.06238,2.03972,0.12331,Used in Last Year,1,3
1730,1456,18-24,M,6,USA,White,0.73545,-0.69509,1.43533,2.03972,-0.40581,Used in Last Week,1,5
1735,1753,25-34,M,7,UK,White,-0.67825,0.96248,-0.71727,2.03972,1.13407,Used in Last Week,1,5
1741,643,35-44,M,8,UK,White,-0.67825,0.96248,0.88309,2.23427,1.81175,Used in Last Week,1,5
1742,767,18-24,M,5,USA,White,1.02119,-0.80615,0.29338,2.23427,-0.65253,Used in Last Day,1,6
1743,994,25-34,M,7,UK,White,-1.1943,0.80523,1.43533,2.23427,1.13407,Used in Last Week,1,5
1752,819,45-54,M,9,Australia,White,0.62967,0.16767,0.88309,2.46262,0.25953,Used in Last Month,1,4
1754,1471,65+,M,7,UK,White,-1.86962,-0.15487,-0.58331,2.46262,0.41594,Never Used,1,1
1765,1749,18-24,M,7,USA,White,1.37297,-0.69509,2.90161,3.46436,-0.78155,Used in Last Week,1,5
