no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol
864,18-24,M,7,UK,White,0.04257,-0.15487,-0.17779,-0.60633,-0.40581,Used in Last Day
865,18-24,M,5,Canada,White,-1.86962,1.2861,2.15324,0.76096,0.93949,Never Used
866,18-24,M,5,Republic of Ireland,White,1.60383,-0.57545,-0.17779,-1.6209,-0.65253,Used in Last Day
867,18-24,F,5,USA,White,-0.14882,1.11406,-0.58331,-0.60633,-0.78155,Used in Last Week
868,18-24,M,5,Canada,White,0.41667,-1.09207,0.58331,0.59042,-0.78155,Used in Last Week
869,18-24,F,5,USA,White,-0.05188,1.2861,1.43533,0.76096,2.04506,Used in Last Day
870,18-24,F,5,USA,White,-1.32828,0.32197,0.7233,0.94156,1.63088,Used in Last Week
871,45-54,M,6,UK,White,1.60383,-0.69509,0.88309,-0.30172,-1.78169,Used in Last Year
872,25-34,M,7,USA,White,0.91093,-0.80615,1.06238,-0.45321,1.13407,Used in Last Day
873,18-24,M,8,USA,White,0.22393,1.58487,0.14143,-1.6209,-1.0145,Used in Last Week
874,25-34,F,8,USA,White,-0.67825,-0.43999,-0.01928,0.59042,-0.27607,Used in Last Week
875,18-24,F,5,UK,White,1.49158,-1.7625,0.14143,-0.76096,-2.42317,Used in Last Month
876,25-34,F,8,USA,White,0.22393,-1.09207,-0.58331,0.28783,-1.0145,Used in Last Week
877,18-24,F,5,USA,Other,0.73545,0.32197,1.43533,-0.01729,-0.78155,Used in Last Week
878,35-44,M,6,USA,Other,1.23461,-2.11437,0.7233,-1.92595,-0.40581,Used in Last Year
879,25-34,M,5,Australia,White,-0.92104,0.47617,0.7233,0.43852,-2.18109,Used in Last Week
880,18-24,F,7,USA,White,-0.58016,1.45421,0.88309,-0.01729,0.12331,Used in Last Week
881,25-34,M,8,USA,White,1.23461,0.00332,-0.31776,-0.15487,-0.14277,Used in Last Day
882,18-24,F,1,USA,White,0.62967,-0.15487,0.88309,-0.45321,-1.38502,Used in Last Week
883,35-44,M,5,USA,White,1.60383,-1.09207,0.29338,-0.60633,-0.78155,Used in Last Month
884,25-34,F,5,USA,White,-1.1943,1.45421,1.24033,-0.91699,-0.14277,Used in Last Decade
885,18-24,M,5,USA,White,0.04257,1.2861,0.7233,0.28783,-0.65253,Used in Last Day
886,18-24,M,5,USA,Other,1.49158,0.00332,0.29338,0.76096,-0.14277,Used in Last Week
888,18-24,M,7,UK,White,0.41667,-0.43999,0.14143,-0.30172,-0.00665,Used in Last Month
889,18-24,M,7,UK,White,-0.46725,2.57309,0.7233,1.45039,0.12331,Used in Last Day
890,18-24,F,5,USA,White,-1.05308,1.45421,1.65653,1.81866,-0.78155,Used in Last Week
891,18-24,F,5,USA,White,0.41667,0.80523,1.24033,1.11406,0.58489,Used in Last Week
892,18-24,M,5,USA,Other,0.13606,0.96248,1.06238,0.59042,0.58489,Used in Last Month
893,25-34,M,5,Republic of Ireland,White,-1.55078,2.127,0.88309,-0.01729,0.93949,Used in Last Week
895,25-34,M,5,USA,White,1.02119,-1.50796,0.29338,-3.00537,-1.5184,Used in Last Month
896,25-34,F,3,UK,White,3.27393,-2.11437,-0.84732,-1.07533,-2.30408,Used in Last Day
898,18-24,F,6,UK,White,-1.86962,-0.30033,0.14143,0.13136,-0.65253,Used in Last Month
899,25-34,M,8,USA,White,-0.79151,1.11406,-0.17779,0.13136,0.41594,Used in Last Week
900,25-34,M,7,USA,White,1.8399,-0.30033,-0.45174,-0.45321,-1.0145,Used in Last Day
901,18-24,F,5,USA,White,1.8399,-0.94779,-0.97631,-0.91699,-1.0145,Used in Last Day
902,18-24,M,7,Canada,White,-2.52197,1.74091,-1.55521,-3.46436,-0.14277,Used in Last Week
903,18-24,M,5,UK,Black,0.04257,-0.94779,0.44585,-0.60633,-0.89891,Used in Last Week
904,25-34,F,8,USA,White,0.22393,-0.69509,0.29338,-0.60633,-1.13788,Used in Last Day
905,18-24,M,4,USA,White,-0.05188,0.96248,-0.01928,0.43852,-0.65253,Used in Last Month
906,35-44,F,7,USA,White,1.02119,-0.30033,1.06238,-1.07533,0.41594,Used in Last Day
907,18-24,M,5,USA,White,1.37297,-0.15487,-0.17779,-2.35413,-1.13788,Used in Last Decade
909,35-44,M,7,Australia,White,-1.32828,0.32197,-0.71727,-1.34289,0.41594,Used in Last Month
910,18-24,M,5,USA,Other,-0.24649,0.00332,-0.31776,0.76096,-0.78155,Used in Last Week
911,18-24,M,7,USA,White,0.13606,0.63779,-0.01928,-1.34289,-0.00665,Used in Last Week
912,25-34,F,5,USA,Other,1.37297,0.47617,1.06238,-0.91699,-1.78169,Used in Last Day
913,18-24,F,5,USA,White,2.127,-2.72827,-1.97495,-0.01729,-1.38502,Used in Last Month
914,18-24,M,5,USA,White,0.73545,-1.37639,-0.71727,-1.34289,-0.78155,Used in Last Month
915,35-44,M,7,USA,White,0.31287,-1.50796,-1.68062,-1.6209,0.7583,Used in Last Year
916,18-24,F,5,USA,White,-1.1943,2.32338,1.24033,0.94156,0.93949,Used in Last Week
917,25-34,F,3,USA,White,2.28554,-2.5383,-0.58331,-2.21844,-3.15735,Used in Last Week
918,18-24,M,4,USA,Mixed-White/Black,0.22393,0.00332,-0.01928,-0.45321,0.93949,Used in Last Day
919,25-34,M,2,USA,White,0.41667,-0.15487,-0.17779,-0.15487,-0.52745,Used in Last Month
920,18-24,F,5,USA,White,1.72012,-1.6334,-0.17779,1.61108,0.41594,Used in Last Year
921,18-24,M,4,Canada,White,0.22393,1.45421,2.15324,-0.30172,-1.0145,Used in Last Day
922,35-44,M,8,UK,White,-0.24649,-0.30033,-0.71727,-0.76096,0.12331,Used in Last Week
924,18-24,M,1,Australia,White,0.13606,-0.30033,-0.01928,0.43852,-1.13788,Used in Last Year
925,18-24,M,5,USA,White,-1.1943,-1.37639,-0.71727,-1.21213,-1.13788,Used in Last Year
926,25-34,M,4,USA,White,1.23461,-1.23177,-2.39883,-1.07533,-0.78155,Used in Last Year
927,18-24,M,2,USA,White,1.02119,-1.50796,0.29338,0.13136,-0.89891,Used in Last Year
928,18-24,M,6,USA,White,-0.79151,1.2861,0.58331,1.11406,-0.65253,Used in Last Week
929,25-34,M,5,USA,White,0.22393,-1.23177,0.88309,-0.76096,-0.27607,Used in Last Week
930,25-34,M,5,USA,White,-0.58016,1.45421,1.65653,1.61108,0.58489,Used in Last Month
931,18-24,F,5,UK,Other,-0.24649,0.96248,0.7233,0.28783,-0.27607,Used in Last Month
932,35-44,M,2,UK,White,-0.67825,-0.69509,-0.58331,0.13136,-0.65253,Used in Last Year
933,25-34,F,7,Australia,White,0.73545,-0.69509,1.24033,0.94156,0.41594,Used in Last Month
934,18-24,F,3,USA,White,1.13281,-1.92173,-0.01928,1.11406,-0.78155,Used in Last Year
935,18-24,F,7,UK,White,-0.24649,0.00332,1.06238,0.59042,2.04506,Used in Last Week
936,18-24,F,5,USA,White,-1.32828,1.11406,1.24033,0.28783,-0.78155,Used in Last Week
937,18-24,F,5,USA,White,2.28554,-0.69509,0.29338,0.13136,-0.78155,Used in Last Month
938,18-24,M,6,UK,White,0.41667,1.2861,1.06238,-0.01729,-0.40581,Used in Last Year
940,18-24,F,7,UK,White,0.31287,0.32197,-0.01928,-0.60633,0.7583,Used in Last Week
943,25-34,M,6,USA,Other,-0.46725,2.32338,2.44904,1.2861,1.30612,Used in Last Month
944,18-24,F,5,USA,Mixed-White/Asian,1.60383,-0.80615,0.58331,0.43852,-1.13788,Used in Last Year
945,25-34,F,8,USA,White,1.02119,-0.30033,0.44585,0.76096,-1.25773,Used in Last Year
946,18-24,F,5,USA,White,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,Used in Last Month
947,18-24,M,4,USA,White,-0.67825,-0.30033,-1.11902,-0.76096,-1.5184,Used in Last Month
948,25-34,M,6,UK,White,2.127,-1.37639,0.14143,-0.30172,-1.64101,Used in Last Day
949,25-34,F,4,Canada,White,0.41667,0.00332,-2.39883,-0.30172,0.7583,Used in Last Decade
950,35-44,M,6,USA,White,1.60383,-1.7625,-0.01928,0.13136,-1.5184,Used in Last Week
951,18-24,F,7,USA,White,0.62967,0.00332,0.44585,-0.45321,-0.65253,Used in Last Day
952,18-24,F,5,USA,White,-1.1943,0.32197,1.88511,0.59042,-0.14277,Used in Last Year
953,18-24,M,5,USA,White,0.41667,0.16767,0.29338,-0.30172,-0.27607,Used in Last Week
954,25-34,F,7,UK,White,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,Used in Last Week
956,18-24,M,6,USA,White,1.8399,-0.57545,-0.01928,-1.47955,-2.90161,Used in Last Month
957,45-54,M,7,USA,White,-1.1943,-0.57545,-0.58331,0.13136,0.41594,Used in Last Week
958,35-44,M,6,UK,White,-1.43907,-0.30033,0.14143,1.2861,1.30612,Used in Last Day
961,45-54,F,5,USA,White,-0.05188,-0.69509,0.7233,2.03972,-0.40581,Used in Last Week
962,18-24,M,6,Australia,White,0.31287,0.96248,1.06238,0.28783,-0.27607,Used in Last Week
963,25-34,M,5,USA,White,-0.34799,0.32197,1.88511,0.76096,-1.13788,Used in Last Week
964,35-44,M,5,UK,White,0.62967,-1.92173,-0.01928,0.13136,-0.00665,Used in Last Week
965,18-24,M,5,USA,White,-0.92104,1.2861,-0.45174,0.76096,0.25953,Used in Last Week
966,25-34,F,8,USA,White,-1.1943,0.00332,0.7233,0.43852,-0.27607,Used in Last Week
967,18-24,M,8,UK,White,-0.92104,1.11406,-0.01928,0.28783,0.41594,Used in Last Week
968,18-24,F,5,USA,White,-0.58016,0.32197,0.58331,1.11406,0.25953,Used in Last Month
969,18-24,F,5,USA,White,-0.24649,0.16767,1.88511,1.45039,-0.40581,Used in Last Week
970,18-24,M,5,USA,Black,-1.55078,1.2861,1.06238,-1.47955,0.93949,Used in Last Day
972,35-44,F,7,Canada,White,0.22393,0.00332,-0.17779,-0.60633,-0.52745,Used in Last Week
973,25-34,M,5,Canada,White,0.41667,-1.6334,0.58331,-1.07533,0.93949,Used in Last Day
974,18-24,M,5,USA,White,1.49158,-1.23177,-1.11902,0.13136,-0.52745,Used in Last Day
975,18-24,M,5,USA,White,-1.86962,2.127,1.24033,1.45039,0.58489,Used in Last Day
976,18-24,M,5,USA,White,1.23461,0.00332,1.06238,-1.21213,-0.78155,Used in Last Week
977,65+,M,8,USA,White,-2.21844,0.00332,0.58331,0.76096,0.7583,Used over a Decade Ago
978,18-24,M,5,USA,White,-0.58016,1.11406,0.7233,0.59042,-0.00665,Never Used
979,35-44,F,8,UK,White,-0.58016,1.45421,-1.27553,1.61108,-0.40581,Used in Last Week
980,45-54,F,5,USA,White,1.23461,-1.09207,-0.45174,-0.15487,0.7583,Used in Last Day
981,25-34,F,9,USA,Asian,0.62967,0.16767,0.7233,-0.60633,-0.27607,Used in Last Month
983,18-24,M,5,UK,White,1.02119,1.11406,-1.11902,-0.91699,-1.0145,Used in Last Day
984,25-34,F,7,USA,White,0.62967,-0.15487,1.88511,-1.772,1.13407,Used in Last Week
985,18-24,M,5,USA,White,-0.14882,-0.15487,1.24033,0.94156,-0.14277,Used in Last Day
987,18-24,M,6,USA,White,0.73545,-0.80615,-0.71727,-0.45321,0.25953,Used in Last Week
988,25-34,M,5,USA,White,1.72012,0.63779,0.44585,-1.34289,-2.18109,Used in Last Month
989,18-24,M,5,USA,White,1.02119,-1.50796,0.44585,-0.01729,-0.89891,Used in Last Month
990,25-34,M,7,USA,White,-0.79151,0.00332,0.14143,-1.07533,-0.27607,Used in Last Week
991,18-24,M,5,USA,White,1.72012,-0.57545,1.65653,0.13136,-0.40581,Used in Last Day
992,18-24,M,5,Australia,White,0.31287,1.74091,0.29338,-0.76096,-1.78169,Used in Last Week
994,25-34,M,7,UK,White,-1.1943,0.80523,1.43533,2.23427,1.13407,Used in Last Week
995,18-24,M,5,USA,White,0.52135,0.80523,0.7233,0.94156,-0.78155,Used in Last Week
997,18-24,M,8,UK,White,-0.79151,0.96248,-0.45174,0.43852,0.7583,Used in Last Week
998,25-34,M,8,UK,White,1.13281,-0.30033,0.88309,-0.60633,0.93949,Used in Last Day
999,25-34,F,9,USA,White,-1.05308,0.80523,-0.31776,-0.15487,0.93949,Used in Last Year
1000,18-24,M,5,USA,White,-0.67825,0.47617,-0.17779,0.13136,1.46191,Used in Last Month
1001,18-24,M,2,New Zealand,White,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,Used in Last Week
1002,18-24,M,5,USA,White,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,Used in Last Week
1005,18-24,M,4,Canada,White,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,Used in Last Week
1006,18-24,M,4,USA,Mixed-White/Black,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,Used in Last Week
1007,18-24,F,4,USA,White,1.8399,-0.94779,0.88309,0.13136,-0.89891,Used in Last Year
1008,18-24,M,5,USA,White,-0.05188,0.16767,1.65653,0.94156,-0.00665,Used in Last Month
1010,18-24,F,4,UK,White,1.23461,0.96248,0.44585,-0.30172,-0.27607,Used in Last Week
1011,45-54,M,7,USA,White,-0.67825,0.00332,-0.01928,-0.01729,0.41594,Used in Last Day
1012,18-24,F,5,USA,White,-0.58016,1.45421,1.88511,1.2861,-0.78155,Used in Last Day
1013,25-34,M,5,USA,White,1.8399,-1.23177,0.44585,-0.76096,-1.38502,Used in Last Day
1014,18-24,M,5,USA,White,0.62967,0.32197,0.14143,0.13136,-0.14277,Used in Last Week
1015,25-34,M,5,USA,White,-0.79151,2.127,0.88309,0.43852,-0.65253,Used in Last Week
1016,45-54,M,7,USA,White,-1.1943,0.63779,2.44904,0.76096,1.30612,Used over a Decade Ago
1018,25-34,M,5,USA,White,0.31287,-2.5383,-0.84732,-1.6209,-2.57309,Used in Last Day
1019,18-24,F,4,UK,White,-0.34799,-1.23177,-0.97631,0.43852,1.13407,Used in Last Week
1021,35-44,F,5,USA,White,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,Used in Last Year
1022,18-24,M,7,USA,White,0.13606,-0.94779,1.06238,-1.92595,0.7583,Used in Last Day
1023,18-24,F,5,UK,White,2.127,-2.72827,-1.11902,-0.45321,-2.42317,Used in Last Week
1024,18-24,M,4,Australia,White,1.37297,-0.15487,1.65653,-0.91699,-0.40581,Used in Last Week
1025,18-24,M,5,USA,White,-0.67825,-0.30033,1.06238,-1.07533,-2.42317,Used in Last Day
1026,18-24,F,4,USA,Other,0.31287,-1.09207,0.44585,0.59042,-0.65253,Used in Last Month
1027,18-24,F,7,USA,White,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,Used in Last Week
1028,45-54,M,9,USA,White,0.13606,0.32197,0.44585,-0.91699,-0.00665,Used in Last Decade
1029,35-44,F,7,USA,Asian,0.62967,0.32197,-0.45174,-0.01729,0.58489,Used in Last Week
1030,18-24,F,8,USA,White,-0.34799,0.80523,0.58331,0.59042,1.30612,Used in Last Week
1031,18-24,F,7,UK,White,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,Used in Last Week
1032,18-24,M,5,Australia,White,-0.67825,0.32197,0.58331,1.11406,-0.00665,Used in Last Year
1033,25-34,M,5,UK,White,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,Used in Last Year
1034,18-24,M,5,USA,White,0.22393,-0.69509,0.14143,-0.60633,-0.27607,Used in Last Day
1035,18-24,F,5,UK,White,1.23461,-0.57545,0.44585,-0.60633,-1.0145,Used in Last Day
1036,18-24,M,6,UK,White,0.52135,0.47617,1.88511,-0.01729,-0.52745,Used in Last Day
1037,18-24,F,5,USA,White,0.52135,0.80523,0.88309,-0.15487,-0.27607,Used in Last Day
1038,25-34,M,5,USA,White,-2.05048,0.47617,0.58331,0.59042,0.7583,Used in Last Month
1039,35-44,F,8,USA,White,1.23461,-1.50796,-0.01928,2.75696,-0.78155,Used in Last Day
1040,18-24,F,5,USA,White,0.22393,-0.80615,0.7233,2.23427,1.13407,Used in Last Week
1041,18-24,M,5,USA,White,0.73545,-0.15487,0.58331,-0.76096,0.41594,Used in Last Day
1042,35-44,F,8,UK,White,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,Used in Last Day
1043,35-44,M,7,UK,White,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,Used in Last Day
1045,25-34,F,8,UK,White,0.91093,-0.43999,-1.42424,0.76096,-0.65253,Used in Last Day
1046,18-24,M,5,UK,White,0.73545,1.2861,1.43533,0.94156,-0.89891,Used in Last Day
1047,25-34,F,8,USA,White,1.37297,1.2861,1.88511,-2.5383,-1.25773,Used in Last Week
1048,18-24,M,5,USA,White,1.23461,-1.23177,0.44585,-0.01729,0.25953,Used in Last Week
1049,18-24,M,8,UK,White,-1.43907,2.57309,0.44585,-0.76096,0.58489,Used in Last Day
1050,18-24,M,6,UK,White,-1.1943,0.63779,-0.01928,0.28783,-0.52745,Used in Last Week
1051,18-24,F,5,USA,White,1.02119,0.47617,1.43533,1.61108,-0.65253,Used in Last Week
1053,18-24,M,5,USA,White,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,Used in Last Week
1054,18-24,M,4,Canada,White,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,Used in Last Day
1055,18-24,F,5,USA,White,0.41667,-0.57545,0.44585,-0.30172,-0.40581,Used in Last Week
1056,25-34,M,2,UK,White,-0.79151,1.2861,1.65653,-0.60633,0.58489,Used in Last Day
1057,25-34,F,5,USA,White,0.22393,-0.15487,0.7233,0.59042,1.46191,Used in Last Month
1058,35-44,F,4,USA,White,0.31287,-1.23177,-1.11902,-1.772,-1.38502,Used in Last Month
1059,18-24,M,7,USA,White,0.73545,-1.09207,-1.27553,-0.45321,-0.40581,Used in Last Week
1060,18-24,M,5,USA,White,-0.58016,-0.15487,0.7233,0.94156,-0.27607,Used in Last Week
1062,18-24,F,4,USA,Other,-0.24649,0.63779,-1.42424,0.13136,0.7583,Used in Last Decade
1063,18-24,F,7,USA,Mixed-Black/Asian,1.23461,1.93886,1.65653,-0.15487,-0.52745,Used in Last Week
1064,25-34,M,5,USA,White,-1.69163,-0.15487,0.88309,-1.47955,0.41594,Used in Last Week
1066,18-24,M,5,USA,White,-3.15735,0.47617,1.24033,1.11406,-1.13788,Used in Last Month
1067,35-44,F,3,Canada,White,1.23461,-0.69509,0.58331,0.28783,1.63088,Used in Last Week
1068,35-44,M,7,Canada,White,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,Used in Last Year
1069,18-24,M,4,UK,White,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,Used in Last Day
1070,25-34,F,9,UK,White,-0.92104,0.00332,1.06238,2.03972,2.04506,Used in Last Day
1072,18-24,M,8,UK,White,0.41667,0.00332,0.29338,-0.60633,0.12331,Used in Last Week
1073,18-24,M,5,Republic of Ireland,White,-0.46725,-0.43999,1.06238,0.13136,-1.38502,Used in Last Week
1074,18-24,F,8,UK,White,1.60383,-1.50796,-0.17779,0.28783,-0.40581,Used in Last Decade
1075,35-44,F,9,UK,White,-0.67825,0.32197,-0.01928,-0.30172,1.46191,Used in Last Week
1076,35-44,M,4,UK,White,0.31287,-0.69509,-0.45174,-0.45321,-0.14277,Used in Last Day
1077,18-24,M,3,UK,White,-0.92104,-0.57545,0.7233,1.2861,-0.27607,Used in Last Year
1078,35-44,F,6,Canada,White,0.41667,0.00332,-0.97631,0.13136,-0.14277,Used in Last Month
1079,25-34,F,7,USA,White,1.8399,-1.92173,1.88511,-0.91699,0.25953,Used in Last Year
1080,45-54,M,6,UK,White,-1.55078,0.96248,-0.31776,-0.45321,0.25953,Used in Last Month
1081,35-44,F,6,UK,White,0.52135,-1.37639,-1.42424,0.13136,-1.13788,Used in Last Month
1082,25-34,F,8,UK,Other,0.31287,1.74091,-0.17779,0.28783,0.58489,Used in Last Day
1083,18-24,F,8,UK,White,-1.1943,1.58487,0.29338,1.11406,1.30612,Used in Last Week
1084,18-24,M,8,UK,White,-0.24649,0.47617,-0.31776,0.28783,-0.52745,Used in Last Week
1085,18-24,F,8,UK,White,0.62967,1.11406,-0.84732,-0.45321,-1.25773,Used in Last Day
1086,18-24,F,7,UK,White,-0.05188,-0.15487,0.44585,0.28783,0.41594,Used in Last Week
1087,18-24,F,8,UK,White,-0.24649,0.47617,0.88309,-0.15487,1.81175,Used in Last Day
1088,35-44,M,6,Canada,White,-0.14882,-0.15487,0.58331,0.43852,0.58489,Used in Last Day
1090,18-24,F,8,UK,White,0.52135,0.47617,-0.01928,-0.30172,0.25953,Used in Last Day
1091,25-34,F,8,USA,White,-0.46725,-0.15487,0.29338,0.59042,0.93949,Used in Last Day
1092,25-34,F,7,UK,White,-1.05308,1.45421,0.14143,1.11406,-0.27607,Used in Last Day
1093,18-24,F,8,UK,White,0.62967,1.45421,-0.17779,2.46262,-0.52745,Used in Last Week
1094,45-54,F,2,UK,White,-0.46725,0.63779,-1.11902,1.11406,0.12331,Used in Last Month
1095,18-24,M,7,Australia,White,-1.69163,-0.80615,-0.58331,-1.21213,-1.25773,Used in Last Year
1096,25-34,F,7,Australia,White,-1.43907,1.74091,-0.84732,-0.60633,0.58489,Used in Last Day
1097,35-44,M,8,UK,Asian,-0.46725,0.96248,0.14143,-0.01729,0.93949,Used in Last Week
1098,25-34,M,8,UK,White,1.13281,-1.09207,-0.84732,-0.01729,0.12331,Used in Last Week
1099,18-24,M,4,UK,White,-0.58016,-0.69509,1.65653,1.81866,-1.13788,Used in Last Week
1100,25-34,M,5,USA,White,-0.92104,0.00332,0.7233,0.13136,-0.65253,Used in Last Year
1101,18-24,F,5,USA,White,0.04257,-0.43999,-0.01928,-0.91699,-0.65253,Used in Last Month
1102,18-24,F,8,UK,White,-1.32828,1.2861,0.29338,0.43852,0.58489,Used in Last Week
1104,18-24,F,7,USA,White,0.31287,-0.15487,-0.58331,-0.30172,1.30612,Used in Last Week
1106,18-24,F,4,USA,White,-1.05308,0.32197,1.88511,-0.91699,-1.78169,Used in Last Week
1108,25-34,F,9,UK,White,-0.14882,-0.30033,-0.45174,2.23427,1.63088,Used in Last Month
1110,18-24,M,7,UK,White,1.13281,1.11406,1.06238,-0.15487,-0.52745,Used in Last Week
1111,18-24,M,5,UK,White,-0.92104,1.74091,1.43533,1.2861,-0.27607,Used in Last Day
1112,45-54,M,5,USA,White,2.46262,-1.50796,-1.82919,0.13136,-1.64101,Used in Last Week
1113,18-24,F,5,USA,White,0.22393,-0.15487,-0.31776,2.23427,1.46191,Used in Last Week
1114,45-54,M,9,USA,White,0.41667,-0.43999,0.58331,0.28783,-1.25773,Used in Last Day
1115,18-24,M,4,USA,White,-0.92104,-1.23177,-0.71727,-1.07533,0.58489,Used in Last Week
1116,18-24,M,5,USA,White,-3.46436,0.47617,-0.01928,1.2861,2.04506,Used in Last Week
1117,45-54,M,2,UK,White,0.52135,-0.57545,0.44585,-2.5383,-0.27607,Used in Last Year
1118,18-24,M,5,USA,Other,0.91093,0.00332,1.24033,-0.15487,-1.38502,Used in Last Week
1119,18-24,M,5,USA,White,1.60383,-1.23177,-0.17779,-0.91699,-0.65253,Used in Last Day
1120,25-34,F,7,USA,White,-1.69163,2.57309,2.90161,1.11406,-0.27607,Used in Last Day
1121,18-24,M,5,USA,White,1.02119,-0.43999,-0.01928,-1.772,-1.0145,Used in Last Month
1122,25-34,M,7,UK,White,-1.05308,1.2861,0.44585,0.43852,0.7583,Used in Last Week
1123,25-34,M,5,USA,White,-0.34799,-2.44904,-1.27553,-0.76096,-0.27607,Used in Last Decade
1124,18-24,M,2,Canada,White,-0.05188,-1.92173,1.65653,-0.01729,-0.40581,Used in Last Year
1125,25-34,M,6,UK,White,0.73545,-0.94779,-1.11902,-0.01729,-1.25773,Used in Last Day
1126,25-34,M,4,UK,White,-1.05308,0.00332,-2.39883,0.43852,-0.00665,Used in Last Day
1127,25-34,M,6,USA,White,1.37297,-1.37639,-0.45174,-0.15487,-2.30408,Used in Last Month
1128,55-64,M,3,USA,White,0.52135,-0.43999,-0.58331,-1.6209,0.58489,Used in Last Year
1129,18-24,M,5,USA,White,1.37297,-0.94779,0.7233,0.28783,-0.78155,Used in Last Month
1130,18-24,M,5,USA,White,1.02119,-2.03972,-0.71727,1.11406,-1.25773,Used in Last Week
1133,25-34,F,6,USA,White,2.28554,0.80523,0.7233,-2.07848,-1.78169,Used in Last Month
1134,25-34,M,8,New Zealand,White,0.62967,-0.69509,0.14143,-1.21213,-0.27607,Used in Last Day
1135,35-44,M,6,Australia,White,-1.32828,0.16767,1.65653,1.11406,0.25953,Used in Last Year
1136,18-24,M,8,USA,White,0.41667,1.2861,-1.11902,-0.91699,-0.52745,Used in Last Week
1137,18-24,M,4,USA,White,1.37297,0.63779,-0.31776,-1.34289,-1.64101,Used in Last Year
1138,25-34,F,9,UK,White,-0.05188,0.32197,-0.84732,-0.01729,0.41594,Used in Last Week
1140,25-34,M,5,USA,White,0.52135,-1.23177,0.44585,-3.15735,-0.52745,Used in Last Day
1141,18-24,F,5,USA,White,-0.92104,0.47617,0.14143,1.45039,-0.27607,Used in Last Day
1142,25-34,F,7,Australia,White,1.60383,-1.6334,0.7233,-1.07533,-1.5184,Used in Last Month
1143,35-44,M,6,USA,White,0.41667,-1.23177,0.14143,-0.15487,0.58489,Used in Last Month
1144,18-24,F,5,USA,White,1.98437,-1.92173,1.24033,1.45039,-1.13788,Used in Last Day
1145,45-54,M,7,UK,White,0.22393,-1.09207,-0.71727,-0.30172,-0.65253,Used over a Decade Ago
1146,18-24,M,5,Republic of Ireland,White,1.60383,-0.80615,-0.71727,-1.21213,-2.18109,Used in Last Week
1147,25-34,M,8,USA,White,0.22393,-0.69509,0.29338,-0.01729,-1.0145,Used in Last Week
1148,25-34,M,7,USA,White,-2.75696,-0.43999,-1.11902,-1.47955,0.93949,Used in Last Week
1149,35-44,M,6,USA,White,1.8399,-0.94779,0.14143,-1.47955,-1.25773,Used in Last Year
1150,18-24,M,5,USA,White,0.13606,0.16767,0.14143,-0.60633,-0.65253,Used in Last Week
1151,45-54,F,4,Australia,White,-0.58016,0.63779,-0.31776,0.43852,0.93949,Used over a Decade Ago
1152,25-34,M,5,USA,White,1.23461,-0.43999,0.58331,1.11406,0.41594,Used in Last Month
1153,35-44,F,7,USA,White,1.72012,-1.7625,-0.58331,-0.30172,-1.25773,Used over a Decade Ago
1154,55-64,F,8,USA,Other,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,Used in Last Year
1156,18-24,F,8,UK,White,0.41667,0.16767,0.29338,0.76096,-0.52745,Used in Last Day
1157,18-24,M,9,UK,White,-0.92104,1.74091,1.65653,1.61108,-0.52745,Used in Last Day
1158,18-24,F,5,UK,White,0.22393,-0.15487,-0.31776,-0.60633,0.41594,Used in Last Year
1159,18-24,M,5,UK,White,0.62967,1.93886,1.88511,0.43852,-0.40581,Used in Last Month
1160,45-54,M,6,Republic of Ireland,White,-0.46725,0.00332,-0.31776,-1.21213,0.93949,Used in Last Year
1161,25-34,F,7,Canada,White,0.62967,-0.15487,0.14143,-0.01729,-1.13788,Used in Last Day
1162,18-24,M,3,USA,Other,0.82562,-1.09207,-1.42424,-0.91699,0.12331,Used in Last Week
1163,18-24,M,5,USA,White,0.04257,-0.15487,1.65653,0.13136,0.25953,Used in Last Week
1164,25-34,F,9,UK,White,-0.14882,-0.94779,0.29338,0.94156,2.04506,Used in Last Week
1165,25-34,M,3,Australia,White,-0.34799,0.32197,-0.01928,0.13136,0.41594,Used in Last Month
1166,25-34,M,5,USA,White,0.82562,-1.09207,0.44585,-0.60633,1.13407,Used in Last Week
1167,35-44,M,7,USA,White,-0.34799,-0.57545,0.88309,0.76096,-1.78169,Used in Last Day
1168,25-34,M,7,USA,White,0.52135,-0.94779,1.06238,-0.30172,0.58489,Used in Last Week
