"","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","AScore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA","iso3"
"1467",1572,"45-54","M","Professional certificate/ diploma","UK","White",-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1468",1573,"18-24","F","Some college or university, no certificate or degree","UK","White",-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,"3","0","0","0","6","2","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1469",1574,"25-34","F","Masters degree","UK","White",0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,"6","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","4","0","0","GBR"
"1470",1575,"45-54","F","Professional certificate/ diploma","UK","White",1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637,"3","0","0","3","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1471",1576,"35-44","F","University degree","UK","White",-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,"3","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1472",1577,"35-44","F","Some college or university, no certificate or degree","UK","White",-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,"4","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1473",1578,"25-34","F","Masters degree","UK","White",-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,"5","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1474",1579,"45-54","F","University degree","UK","White",-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,"3","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1475",1580,"45-54","F","Masters degree","UK","White",0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593,"4","0","0","2","6","1","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1476",1581,"35-44","F","Left school at 16 years","UK","White",-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1477",1582,"45-54","F","Professional certificate/ diploma","UK","White",0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,"5","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1478",1583,"35-44","F","Masters degree","UK","White",-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,"4","0","0","2","6","0","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1479",1584,"35-44","M","Professional certificate/ diploma","UK","White",0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,"6","0","1","0","6","1","5","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1480",1585,"35-44","F","Masters degree","UK","White",0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,"5","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1481",1586,"25-34","F","University degree","UK","White",0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,"6","1","2","3","6","2","6","4","2","3","0","1","3","0","0","2","3","0","0","GBR"
"1482",1587,"35-44","F","University degree","UK","White",0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,"5","1","1","3","6","3","6","1","0","1","0","0","0","1","1","1","1","0","0","GBR"
"1483",1588,"35-44","F","Professional certificate/ diploma","UK","White",-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,"5","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1484",1589,"35-44","M","Left school at 16 years","UK","White",-1.32828,2.127,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1485",1590,"35-44","M","Professional certificate/ diploma","UK","White",-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,"4","0","1","0","6","1","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1486",1591,"35-44","F","University degree","UK","White",0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,"5","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1487",1592,"45-54","F","Professional certificate/ diploma","UK","White",-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,"5","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1488",1593,"45-54","F","University degree","UK","White",-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,"5","0","1","0","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","GBR"
"1489",1594,"35-44","F","Doctorate degree","UK","White",0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593,"5","1","0","0","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1490",1595,"25-34","F","University degree","UK","White",-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,"5","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1491",1596,"25-34","F","University degree","UK","White",-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654,"5","0","1","0","5","3","5","0","0","0","0","0","0","0","0","2","3","0","0","GBR"
"1492",1597,"55-64","F","Some college or university, no certificate or degree","UK","White",-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858,"5","0","0","2","6","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1493",1598,"35-44","F","University degree","UK","White",-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637,"5","0","1","0","6","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1494",1599,"25-34","F","Masters degree","UK","White",-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,"5","0","0","0","4","0","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1495",1600,"25-34","F","Professional certificate/ diploma","UK","White",-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,"4","0","1","0","6","1","6","0","0","0","0","0","0","0","0","0","4","0","0","GBR"
"1496",1601,"25-34","F","Professional certificate/ diploma","UK","White",-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,"5","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1497",1602,"25-34","M","Masters degree","UK","White",0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,"4","0","0","0","6","2","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1498",1603,"55-64","F","Masters degree","UK","White",0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1499",1604,"25-34","F","University degree","UK","White",-0.05188,2.8595,1.88511,0.94156,-0.89891,1.86203,1.2247,"4","0","0","1","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1500",1605,"45-54","M","Left school at 16 years","UK","White",-0.34799,1.93886,-0.01928,0.76096,1.30612,-1.37983,-0.84637,"5","0","2","2","6","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1501",1606,"25-34","F","University degree","UK","Asian",-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,"0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1502",1607,"35-44","F","Professional certificate/ diploma","UK","White",-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084,"5","0","0","0","6","2","6","0","0","0","0","0","0","1","0","0","2","0","0","GBR"
"1503",1608,"35-44","F","Masters degree","UK","White",-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,"5","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1504",1609,"25-34","M","Some college or university, no certificate or degree","USA","White",-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.7654,"3","5","5","5","5","3","4","3","3","5","2","0","6","3","2","3","6","0","1","USA"
"1505",1610,"25-34","F","University degree","UK","White",-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848,"4","0","1","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1506",1611,"45-54","F","University degree","UK","White",0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,"5","0","0","2","6","0","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1507",1612,"25-34","F","University degree","UK","White",-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,"3","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1508",1613,"35-44","F","University degree","UK","Mixed-White/Black",0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575,"5","1","1","3","6","2","6","0","0","0","0","0","0","0","0","0","1","0","1","GBR"
"1509",1614,"25-34","M","Some college or university, no certificate or degree","UK","White",-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.2247,"4","1","2","0","6","1","6","3","0","4","0","0","3","1","0","2","0","0","1","GBR"
"1510",1615,"35-44","F","Doctorate degree","UK","White",-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987,"5","0","0","2","6","1","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1511",1616,"55-64","M","Professional certificate/ diploma","UK","White",0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1512",1617,"25-34","M","Masters degree","UK","White",0.52135,0.00332,0.7233,0.59042,-0.27607,0.88113,1.92173,"5","0","1","0","6","0","6","0","0","0","0","0","2","0","0","1","3","0","0","GBR"
"1513",1618,"45-54","M","Professional certificate/ diploma","UK","White",0.31287,0.16767,-1.11902,0.59042,0.58489,0.52975,-0.52593,"5","0","0","4","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1514",1619,"25-34","M","Some college or university, no certificate or degree","USA","White",0.31287,-0.30033,1.06238,-0.30172,-0.89891,0.88113,1.92173,"5","4","0","5","6","6","4","3","1","2","3","1","2","3","4","3","6","0","0","USA"
"1515",1620,"45-54","M","Professional certificate/ diploma","UK","White",0.13606,0.00332,-0.45174,-0.60633,0.7583,-0.21712,0.40148,"5","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1516",1621,"25-34","M","University degree","UK","Black",1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,"6","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1517",1622,"35-44","M","Professional certificate/ diploma","UK","White",-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,"5","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1518",1623,"35-44","M","University degree","UK","White",0.52135,-0.80615,-1.27553,0.59042,-0.89891,0.19268,-1.18084,"5","0","0","2","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1519",1624,"45-54","M","Masters degree","UK","White",0.13606,-0.69509,-0.17779,-0.76096,-0.27607,-0.71126,-0.84637,"5","1","0","0","6","1","5","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1520",1625,"35-44","M","Some college or university, no certificate or degree","UK","White",-0.79151,0.47617,-0.01928,0.13136,0.12331,-0.21712,0.07987,"5","1","2","3","6","3","5","2","1","2","0","2","0","1","2","2","2","0","0","GBR"
"1521",1626,"35-44","F","Professional certificate/ diploma","UK","White",-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1522",1627,"25-34","F","Professional certificate/ diploma","UK","White",-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084,"5","0","0","0","5","1","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1523",1628,"25-34","F","Masters degree","UK","White",-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848,"4","1","0","3","6","1","5","1","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1524",1629,"25-34","F","Masters degree","UK","White",0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593,"3","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1525",1630,"45-54","F","Professional certificate/ diploma","UK","White",0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593,"2","0","0","2","6","1","6","0","0","0","0","0","0","1","0","0","1","0","0","GBR"
"1526",1631,"35-44","F","University degree","UK","White",-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148,"6","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1527",1632,"35-44","F","Professional certificate/ diploma","UK","White",-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637,"5","0","1","0","6","1","5","0","0","0","0","0","0","0","0","0","4","0","0","GBR"
"1528",1633,"35-44","M","Professional certificate/ diploma","Canada","White",1.60383,0.16767,-0.45174,-0.01729,1.81175,1.29221,1.92173,"6","0","0","0","6","6","4","0","0","0","0","0","0","1","0","1","1","0","0","CAN"
"1529",1634,"45-54","F","Professional certificate/ diploma","UK","Black",-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148,"5","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1530",1635,"18-24","F","Left school at 18 years","UK","White",0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848,"4","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1531",1636,"55-64","M","Left school before 16 years","UK","White",-1.43907,0.00332,-1.68062,0.43852,0.58489,-0.71126,-0.52593,"5","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1532",1637,"45-54","F","Professional certificate/ diploma","UK","White",0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084,"4","0","1","0","3","0","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1533",1638,"18-24","M","Some college or university, no certificate or degree","USA","White",1.8399,-1.23177,0.14143,-1.47955,-1.0145,0.88113,1.2247,"5","6","0","0","6","5","0","0","0","0","0","0","2","4","0","0","5","0","5","USA"
"1534",1639,"45-54","F","Left school at 16 years","UK","White",0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593,"5","0","0","2","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1535",1640,"45-54","F","Professional certificate/ diploma","UK","White",-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084,"6","0","0","2","6","0","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1536",1641,"35-44","F","Professional certificate/ diploma","UK","White",0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987,"6","0","0","2","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1537",1642,"45-54","F","Professional certificate/ diploma","UK","White",1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637,"5","0","0","4","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1538",1643,"25-34","F","Masters degree","UK","White",-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637,"4","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1539",1644,"45-54","F","Professional certificate/ diploma","UK","White",0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637,"3","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1540",1645,"25-34","F","Masters degree","UK","White",-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575,"3","0","1","0","6","1","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1541",1646,"45-54","M","Left school at 16 years","UK","White",0.04257,1.11406,-0.31776,-0.01729,-0.14277,-0.21712,-0.52593,"5","1","0","1","6","1","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1542",1647,"35-44","M","Professional certificate/ diploma","UK","White",0.04257,-0.94779,0.14143,0.94156,0.58489,-1.37983,-1.54858,"6","0","0","0","6","2","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1543",1648,"35-44","M","Professional certificate/ diploma","UK","White",0.82562,-0.80615,-0.58331,0.43852,-0.40581,0.19268,0.40148,"5","0","3","2","6","2","4","0","0","0","0","0","0","1","6","1","1","0","0","GBR"
"1544",1649,"25-34","F","Masters degree","UK","White",-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593,"4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1545",1650,"25-34","F","University degree","UK","White",-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575,"3","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
"1546",1651,"25-34","F","University degree","UK","White",0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148,"5","0","0","0","5","3","4","0","0","0","0","0","1","0","0","1","1","0","0","GBR"
"1547",1652,"55-64","M","Some college or university, no certificate or degree","USA","White",-1.69163,-1.23177,-0.84732,-1.47955,-0.40581,-0.71126,0.7654,"4","1","1","1","6","2","4","1","2","0","0","0","0","1","0","1","6","0","1","USA"
"1548",1653,"18-24","M","University degree","USA","White",0.22393,-1.23177,0.29338,-0.45321,-1.13788,0.19268,-1.18084,"5","0","0","4","5","6","5","3","0","0","6","0","3","3","0","3","6","0","3","USA"
"1549",1654,"25-34","F","Doctorate degree","UK","White",-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,"5","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1550",1655,"55-64","M","Left school at 16 years","UK","White",0.31287,-0.30033,-0.71727,-1.6209,0.41594,-0.21712,-1.18084,"5","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1551",1656,"35-44","F","University degree","UK","White",-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858,"5","1","1","0","6","1","5","0","0","1","0","0","0","1","0","0","0","0","0","GBR"
"1552",1657,"18-24","F","University degree","UK","White",1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148,"4","0","0","0","6","2","4","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1553",1658,"25-34","M","Some college or university, no certificate or degree","Canada","White",-1.69163,0.16767,-0.31776,-0.45321,0.93949,-0.21712,0.07987,"3","3","0","3","5","3","5","3","3","0","3","0","0","0","3","0","5","0","0","CAN"
"1554",1659,"18-24","M","Professional certificate/ diploma","UK","White",-0.14882,0.80523,2.44904,0.43852,-0.00665,1.29221,1.2247,"4","2","0","0","6","3","3","2","0","3","0","6","3","3","0","2","6","0","0","GBR"
"1555",1660,"45-54","F","University degree","UK","White",-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1556",1661,"35-44","F","Professional certificate/ diploma","UK","White",1.60383,0.16767,2.15324,-1.34289,-1.38502,1.86203,1.92173,"3","5","2","3","5","3","6","4","2","3","2","2","2","2","6","3","6","0","0","GBR"
"1557",1662,"18-24","F","Left school before 16 years","UK","White",-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,"2","2","0","0","6","6","5","0","0","2","0","0","2","0","0","0","1","0","0","GBR"
"1558",1664,"25-34","F","Some college or university, no certificate or degree","UK","White",-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,"4","3","2","0","6","3","6","3","0","3","0","2","4","0","0","2","4","0","0","GBR"
"1559",1665,"25-34","F","Doctorate degree","UK","White",0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247,"5","2","2","4","6","2","6","3","2","3","0","2","2","2","0","2","6","0","0","GBR"
"1560",1666,"25-34","F","University degree","UK","White",-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,"5","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1561",1667,"18-24","M","Some college or university, no certificate or degree","UK","White",0.04257,0.96248,1.65653,-0.60633,0.12331,1.86203,1.2247,"4","3","0","3","6","5","6","0","0","3","0","3","3","3","3","0","3","0","2","GBR"
"1562",1668,"25-34","F","Doctorate degree","Australia","White",0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,"3","0","0","2","6","2","5","0","0","0","0","0","2","0","0","0","1","0","0","AUS"
"1563",1669,"35-44","M","Professional certificate/ diploma","UK","White",0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,"3","1","1","1","6","1","6","0","0","0","0","0","1","1","0","1","6","0","0","GBR"
"1564",1670,"35-44","F","University degree","Australia","White",-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,"4","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","0","0","0","AUS"
"1565",1671,"45-54","M","University degree","UK","White",0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","4","0","0","GBR"
"1566",1672,"55-64","M","University degree","UK","White",0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,"5","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"1567",1673,"25-34","F","University degree","UK","White",-0.58016,0.16767,-0.58331,0.76096,-1.13788,-0.21712,0.07987,"3","0","2","0","6","2","5","0","0","0","0","0","0","0","0","2","1","0","0","GBR"
"1568",1674,"25-34","M","Professional certificate/ diploma","Republic of Ireland","White",-1.05308,0.47617,0.88309,0.43852,0.7583,-0.71126,-0.21575,"3","3","0","0","6","4","5","0","0","4","0","0","4","3","0","2","4","0","0","IRL"
"1569",1675,"45-54","M","Professional certificate/ diploma","UK","White",-0.46725,0.16767,-1.42424,-0.30172,2.33337,-0.71126,-1.18084,"5","0","0","2","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1570",1676,"35-44","M","Professional certificate/ diploma","UK","White",-0.79151,1.11406,-2.09015,-0.30172,-0.52745,-0.21712,-1.18084,"5","0","1","4","6","2","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1571",1677,"25-34","F","University degree","UK","White",2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,"3","0","0","3","0","0","6","0","0","0","0","0","0","0","6","0","0","0","0","GBR"
"1572",1678,"18-24","F","Some college or university, no certificate or degree","USA","White",1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,"5","0","0","4","6","6","5","0","0","6","0","0","2","4","0","3","6","0","0","USA"
"1573",1679,"45-54","F","Professional certificate/ diploma","UK","White",-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,"5","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1574",1680,"18-24","F","University degree","UK","White",0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148,"3","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1575",1681,"18-24","F","University degree","UK","White",-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,"5","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
"1576",1682,"45-54","F","Some college or university, no certificate or degree","UK","White",-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637,"5","0","0","2","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1577",1683,"45-54","M","Professional certificate/ diploma","UK","White",-0.46725,0.47617,-1.11902,-0.76096,-0.14277,-0.21712,0.7654,"5","2","2","1","6","3","4","0","0","0","0","0","0","0","3","2","2","0","0","GBR"
"1578",1684,"18-24","M","Some college or university, no certificate or degree","USA","Black",0.13606,-1.6334,-0.01928,0.43852,-1.5184,-0.21712,-0.21575,"4","2","0","0","6","3","5","3","0","2","0","3","2","3","0","2","6","0","0","USA"
"1579",1685,"25-34","M","University degree","USA","White",0.52135,-2.21069,0.44585,0.76096,0.25953,-0.21712,1.92173,"5","2","3","5","6","3","6","0","0","0","0","0","4","2","2","3","3","0","0","USA"
"1580",1686,"18-24","F","Some college or university, no certificate or degree","USA","Black",1.37297,-2.03972,0.88309,-0.01729,-1.13788,-0.21712,0.40148,"4","5","0","3","6","5","6","0","0","3","0","0","0","0","5","4","4","0","0","USA"
"1581",1687,"35-44","F","Professional certificate/ diploma","UK","White",-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1582",1688,"25-34","F","Professional certificate/ diploma","Canada","White",1.49158,-2.32338,-1.11902,2.03972,-0.27607,-0.71126,-1.54858,"6","2","0","5","5","0","5","0","0","0","0","0","2","0","5","0","0","0","0","CAN"
"1583",1689,"25-34","F","Masters degree","USA","White",0.13606,0.96248,1.65653,0.43852,-0.27607,0.52975,0.07987,"6","0","0","0","6","4","5","0","0","0","0","0","3","4","0","3","0","0","0","USA"
"1584",1690,"35-44","M","Some college or university, no certificate or degree","USA","White",1.02119,-1.50796,-0.84732,-1.47955,-0.00665,-1.37983,-0.52593,"6","1","1","2","6","3","4","1","1","1","1","1","1","1","0","1","3","0","1","USA"
"1585",1692,"25-34","F","Doctorate degree","UK","White",-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,"5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1586",1693,"25-34","F","University degree","UK","White",0.73545,-0.30033,-0.31776,0.43852,-0.40581,-1.37983,-0.21575,"5","0","1","2","6","2","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"1587",1694,"25-34","F","University degree","UK","White",-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084,"5","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"1588",1695,"45-54","M","Masters degree","UK","White",-0.92104,-0.30033,-0.01928,-0.30172,-0.40581,1.29221,-0.21575,"6","2","0","2","6","3","5","2","0","0","0","0","0","0","0","0","6","0","0","GBR"
"1589",1696,"35-44","M","Professional certificate/ diploma","UK","White",-0.46725,0.63779,-0.17779,-0.15487,-0.65253,0.88113,-0.21575,"6","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
"1590",1697,"18-24","M","Some college or university, no certificate or degree","USA","White",0.13606,-1.7625,-0.45174,0.28783,-0.40581,-0.71126,-0.52593,"3","0","0","5","5","4","5","0","0","0","0","0","0","0","6","0","0","0","0","USA"
"1591",1698,"55-64","M","Doctorate degree","UK","White",-1.1943,0.00332,0.7233,-1.21213,1.13407,-0.21712,0.07987,"6","0","0","1","6","2","4","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
